Student_ID,Observation_Term,Program_ID,Entry_Type,Academic_Level,Credits_Completed,Prior_Term_GPA,GPA_Change,Course_Pass_Rate_Last_2_Terms,Failed_Courses_Last_2_Terms,Withdrawals_Last_2_Terms,Current_Course_Load_Credits,LMS_Login_Days_4wk,Assignment_Submission_Rate_4wk,Late_Assignment_Rate_4wk,Average_Assignment_Score_4wk,Days_Since_Last_LMS_Activity,Intervention_Needed_Next_8_Weeks
Student_1195,T2_Spring,Program_C,First_Year,1,14,2.97,0.15,0.99,0,0,15,3.8,0.875,0.065,82.8,7,0.0
Student_1196,T2_Spring,Program_B,First_Year,3,54,3.81,0.4,1.0,0,0,12,4.08,0.897,0.119,87.6,4,0.0
Student_1198,T2_Spring,Program_A,Transfer,3,62,2.82,-0.02,0.911,1,0,15,4.38,0.812,0.076,66.9,0,0.0
Student_1199,T2_Spring,Program_A,First_Year,2,44,2.56,-0.23,0.775,0,0,12,4.32,0.808,0.119,87.1,0,0.0
Student_1200,T2_Spring,Program_A,First_Year,4,108,3.01,0.65,0.894,0,0,15,5.7,1.0,0.0,86.5,0,0.0
Student_1202,T2_Spring,Program_D,Transfer,3,78,2.53,0.33,0.875,0,0,15,6.03,0.936,0.123,78.8,0,0.0
Student_1203,T2_Spring,Program_A,Transfer,4,101,2.96,-0.25,0.858,1,1,12,4.73,0.987,0.147,79.5,4,0.0
Student_1204,T2_Spring,Program_B,Transfer,1,11,2.63,0.32,0.889,0,0,12,5.46,0.941,0.082,72.9,0,0.0
Student_1205,T2_Spring,Program_D,First_Year,3,70,2.43,0.46,0.788,1,0,15,4.03,1.0,0.191,79.5,5,0.0
Student_1206,T2_Spring,Program_D,Transfer,2,45,2.66,-0.52,0.767,0,0,18,2.13,0.827,0.356,64.5,6,0.0
Student_1207,T2_Spring,Program_A,First_Year,3,70,2.93,-0.21,0.846,0,0,15,4.92,0.929,0.203,78.1,2,0.0
Student_1208,T2_Spring,Program_D,First_Year,2,27,3.0,-0.3,1.0,0,1,15,3.51,0.871,0.15,85.1,3,0.0
Student_1209,T2_Spring,Program_D,First_Year,3,67,3.05,0.81,0.904,0,0,15,5.38,0.942,0.0,97.3,2,0.0
Student_1210,T2_Spring,Program_D,First_Year,1,6,2.06,-0.18,0.822,0,0,12,4.94,0.84,0.174,83.3,2,0.0
Student_1212,T2_Spring,Program_A,First_Year,4,92,2.56,-0.02,0.713,1,0,15,5.24,0.891,0.212,83.7,0,1.0
Student_1214,T2_Spring,Program_A,First_Year,1,26,3.13,0.6,0.88,1,0,15,6.53,0.956,0.018,73.7,0,0.0
Student_1215,T2_Spring,Program_B,First_Year,1,26,1.9,0.01,0.714,0,0,15,5.51,0.948,0.031,66.2,0,0.0
Student_1216,T2_Spring,Program_B,Transfer,1,22,2.96,-0.12,0.897,0,1,18,4.11,0.852,0.203,70.6,5,0.0
Student_1217,T2_Spring,Program_C,First_Year,3,75,1.53,-0.55,0.812,0,1,15,6.11,0.876,0.224,85.3,0,0.0
Student_1218,T2_Spring,Program_A,Transfer,4,105,2.57,0.54,0.668,1,0,12,5.09,0.932,0.063,84.8,0,0.0
Student_1221,T2_Spring,Program_D,First_Year,4,104,2.94,-0.11,0.779,2,0,12,3.9,1.0,0.082,81.4,2,0.0
Student_1223,T2_Spring,Program_B,First_Year,1,0,3.86,0.16,0.919,0,0,15,4.73,0.753,0.166,77.9,0,1.0
Student_1224,T2_Spring,Program_D,Transfer,3,70,2.6,-0.04,0.777,0,0,12,4.54,0.951,0.133,86.6,0,0.0
Student_1225,T2_Spring,Program_A,First_Year,3,59,2.4,-0.73,0.935,0,0,18,1.9,0.778,0.284,63.5,5,1.0
Student_1226,T2_Spring,Program_C,First_Year,4,106,2.87,0.26,0.815,0,0,15,5.84,1.0,0.14,79.8,0,1.0
Student_1227,T2_Spring,Program_A,First_Year,4,86,3.05,-0.29,0.954,0,0,12,3.95,0.801,0.258,64.0,5,0.0
Student_1230,T2_Spring,Program_D,First_Year,1,8,3.34,-0.15,0.83,0,0,12,4.91,0.916,0.164,71.3,0,0.0
Student_1232,T2_Spring,Program_B,First_Year,4,108,2.78,-0.24,0.854,0,0,15,4.16,0.85,0.113,52.5,4,1.0
Student_1233,T2_Spring,Program_A,Transfer,2,36,2.73,0.03,0.915,0,2,15,3.73,1.0,0.186,80.5,1,0.0
Student_1234,T2_Spring,Program_C,First_Year,3,65,2.74,0.14,0.708,1,2,15,3.36,0.866,0.096,70.4,2,1.0
Student_1235,T2_Spring,Program_D,First_Year,4,87,2.28,-0.0,0.873,0,0,15,5.01,0.881,0.194,68.5,1,1.0
Student_1236,T2_Spring,Program_A,Transfer,2,52,2.46,-0.5,0.905,0,0,15,3.96,0.807,0.236,76.7,0,0.0
Student_1237,T2_Spring,Program_B,First_Year,3,72,2.39,-0.05,0.873,0,0,15,3.16,0.853,0.26,78.9,1,0.0
Student_1238,T2_Spring,Program_D,Transfer,2,42,2.66,-0.0,0.913,0,0,18,5.43,0.919,0.154,79.8,4,0.0
Student_1239,T2_Spring,Program_C,Transfer,3,64,3.3,-0.85,0.9,0,0,9,3.85,0.848,0.267,74.1,2,0.0
Student_1241,T2_Spring,Program_A,First_Year,1,6,2.96,0.89,0.943,0,0,12,6.09,1.0,0.0,100.0,0,0.0
Student_1242,T2_Spring,Program_D,Transfer,1,9,2.92,-0.05,0.745,0,1,15,2.91,0.79,0.196,55.2,1,0.0
Student_1243,T2_Spring,Program_A,First_Year,4,98,3.21,0.03,0.904,0,2,18,4.82,0.864,0.17,87.8,1,0.0
Student_1246,T2_Spring,Program_D,First_Year,2,27,3.67,-0.23,1.0,0,1,12,2.76,0.953,0.277,96.3,4,0.0
Student_1247,T2_Spring,Program_D,First_Year,3,78,2.34,0.25,0.919,0,0,15,4.37,1.0,0.11,77.6,3,0.0
Student_1248,T2_Spring,Program_B,First_Year,1,12,2.41,0.19,0.806,0,0,15,2.34,0.814,0.264,63.5,2,0.0
Student_1249,T2_Spring,Program_A,First_Year,1,10,2.19,-0.33,0.688,1,0,9,3.66,0.715,0.468,82.6,0,0.0
Student_1250,T2_Spring,Program_B,First_Year,4,85,2.54,-0.23,0.691,1,0,12,5.24,0.738,0.368,74.2,0,1.0
Student_1251,T2_Spring,Program_D,Transfer,2,46,3.23,-0.27,0.895,0,0,15,3.17,0.702,0.492,73.6,4,0.0
Student_1252,T2_Spring,Program_B,First_Year,2,42,2.62,-0.07,0.698,1,0,9,3.92,0.942,0.306,61.5,3,0.0
Student_1254,T2_Spring,Program_D,Transfer,4,102,2.97,-0.33,1.0,0,0,15,3.99,0.845,0.236,78.2,1,0.0
Student_1255,T2_Spring,Program_D,Transfer,3,81,3.18,0.4,0.651,3,0,12,5.93,0.862,0.0,86.0,3,0.0
Student_1256,T2_Spring,Program_A,Transfer,3,77,2.42,0.38,0.944,0,0,18,4.67,1.0,0.11,55.9,4,0.0
Student_1257,T2_Spring,Program_C,Transfer,2,46,2.88,-0.05,0.913,0,0,12,4.59,1.0,0.221,82.0,1,0.0
Student_1258,T2_Spring,Program_A,Transfer,4,99,2.78,0.05,0.894,0,0,12,3.87,0.838,0.284,71.8,3,0.0
Student_1259,T2_Spring,Program_A,First_Year,1,25,2.43,0.01,0.962,0,0,12,4.34,0.987,0.135,83.5,1,0.0
Student_1260,T2_Spring,Program_D,First_Year,3,58,2.39,-0.06,0.747,1,1,12,4.91,0.887,0.183,78.7,1,1.0
Student_1262,T2_Spring,Program_D,First_Year,4,98,1.87,0.19,0.704,1,1,12,4.55,0.976,0.007,72.6,1,0.0
Student_1264,T2_Spring,Program_B,First_Year,4,87,3.26,0.07,0.938,0,1,15,6.09,0.949,0.0,75.1,0,0.0
Student_1265,T2_Spring,Program_A,Transfer,1,21,2.86,0.16,0.734,1,0,12,2.89,0.915,0.211,77.7,2,0.0
Student_1266,T2_Spring,Program_D,First_Year,2,29,2.31,-0.16,0.77,1,0,15,5.53,0.782,0.136,74.8,0,0.0
Student_1267,T2_Spring,Program_B,Transfer,3,58,3.7,-0.13,0.847,1,0,12,7.0,1.0,0.142,100.0,0,1.0
Student_1268,T2_Spring,Program_B,First_Year,1,18,2.52,0.01,0.9,0,0,12,5.24,0.979,0.133,81.5,0,0.0
Student_1269,T2_Spring,Program_A,First_Year,2,34,2.14,-0.04,0.743,1,0,15,3.16,0.804,0.296,51.4,3,1.0
Student_1270,T2_Spring,Program_B,Transfer,3,58,3.05,0.31,0.854,0,2,18,4.63,0.885,0.219,94.7,8,0.0
Student_1271,T2_Spring,Program_D,First_Year,2,43,2.16,-0.14,0.796,0,0,15,3.73,0.797,0.279,73.2,2,0.0
Student_1272,T2_Spring,Program_D,First_Year,2,46,3.04,0.07,0.899,0,1,12,4.58,0.99,0.093,93.6,5,0.0
Student_1273,T2_Spring,Program_D,First_Year,4,102,2.88,0.49,0.923,0,1,15,4.78,1.0,0.0,72.6,3,0.0
Student_1274,T2_Spring,Program_C,First_Year,1,12,3.07,-0.01,0.879,0,0,15,4.55,0.876,0.27,88.1,0,0.0
Student_1276,T2_Spring,Program_D,First_Year,4,81,2.4,-0.5,0.801,0,0,15,3.22,0.822,0.161,74.1,1,0.0
Student_1278,T2_Spring,Program_B,First_Year,4,93,2.76,0.01,0.868,0,0,15,1.89,0.79,0.341,63.4,6,1.0
Student_1279,T2_Spring,Program_A,First_Year,2,40,2.37,-0.0,0.801,0,1,9,1.69,0.762,0.254,76.9,4,0.0
Student_1280,T2_Spring,Program_C,Transfer,4,108,2.89,1.0,0.71,1,0,15,3.17,0.875,0.157,73.4,3,0.0
Student_1282,T2_Spring,Program_C,First_Year,2,28,3.07,-0.41,0.908,0,0,15,4.37,0.922,0.205,92.4,1,0.0
Student_1283,T2_Spring,Program_C,First_Year,3,67,2.19,-0.54,0.64,1,0,15,3.11,0.782,0.329,54.4,0,1.0
Student_1285,T2_Spring,Program_B,First_Year,1,7,2.83,0.34,0.83,0,0,12,2.15,0.624,0.301,87.1,4,0.0
Student_1286,T2_Spring,Program_A,First_Year,1,27,2.91,-0.06,0.854,0,1,18,3.99,0.865,0.248,76.7,3,0.0
Student_1287,T2_Spring,Program_D,First_Year,1,22,2.86,0.32,0.85,0,1,9,4.94,0.897,0.18,81.0,0,0.0
Student_1289,T2_Spring,Program_B,Transfer,1,3,3.38,0.27,0.89,0,0,12,5.23,1.0,0.067,75.6,1,0.0
Student_1290,T2_Spring,Program_A,First_Year,1,23,3.02,0.08,0.681,1,0,18,1.92,0.77,0.297,71.4,4,1.0
Student_1291,T2_Spring,Program_C,First_Year,3,74,3.08,-0.55,0.927,0,0,15,3.62,0.683,0.256,75.9,1,0.0
Student_1292,T2_Spring,Program_A,Transfer,4,99,3.4,-0.6,0.911,0,0,15,2.89,0.852,0.291,74.0,2,0.0
Student_1293,T2_Spring,Program_C,First_Year,2,43,2.71,-0.28,0.814,0,0,12,3.88,0.872,0.283,86.0,2,0.0
Student_1294,T2_Spring,Program_C,Transfer,1,3,3.67,0.14,1.0,0,0,12,4.69,0.836,0.072,80.1,1,0.0
Student_1295,T2_Spring,Program_B,First_Year,1,19,2.99,-0.65,0.913,0,0,18,4.84,0.994,0.113,82.6,0,0.0
Student_1296,T2_Spring,Program_B,First_Year,4,95,2.49,-0.25,0.703,2,0,15,3.9,0.845,0.243,68.0,1,1.0
Student_1297,T2_Spring,Program_C,Transfer,3,71,2.09,-0.06,0.583,2,0,18,4.03,0.819,0.208,66.6,3,0.0
Student_1298,T2_Spring,Program_A,First_Year,3,62,2.28,-0.01,0.753,1,0,12,2.68,0.936,0.202,81.1,3,0.0
Student_1299,T2_Spring,Program_A,First_Year,4,88,2.65,-0.0,0.854,0,1,15,2.87,0.828,0.265,70.4,1,1.0
Student_1301,T2_Spring,Program_C,Transfer,1,17,2.77,-0.16,0.821,1,0,12,4.15,0.921,0.057,71.6,3,0.0
Student_1302,T2_Spring,Program_A,First_Year,4,83,2.75,-0.02,0.901,1,1,9,3.47,1.0,0.001,78.0,4,1.0
Student_1303,T2_Spring,Program_B,First_Year,2,39,2.73,0.48,0.65,3,0,15,3.24,1.0,0.198,77.8,0,0.0
Student_1305,T2_Spring,Program_B,Transfer,2,32,2.34,-0.66,0.798,0,1,18,4.0,0.904,0.097,52.6,0,0.0
Student_1309,T2_Spring,Program_A,Transfer,3,58,2.58,-0.13,0.925,0,0,15,3.48,0.873,0.195,67.9,3,0.0
Student_1310,T2_Spring,Program_A,Transfer,2,47,2.8,0.06,0.807,0,0,15,3.15,0.883,0.169,67.5,6,0.0
Student_1311,T2_Spring,Program_C,First_Year,1,1,3.63,-0.02,0.942,0,0,12,3.82,0.838,0.153,79.3,0,0.0
Student_1313,T2_Spring,Program_B,First_Year,1,8,2.03,0.91,0.677,1,0,15,3.92,0.98,0.073,71.7,0,1.0
Student_1315,T2_Spring,Program_A,First_Year,2,37,1.95,-0.05,0.69,2,1,15,4.5,0.738,0.368,87.3,3,1.0
Student_1316,T2_Spring,Program_C,First_Year,2,42,2.58,0.31,0.871,1,0,15,5.88,1.0,0.114,59.4,1,0.0
Student_1318,T2_Spring,Program_D,First_Year,2,53,2.68,-0.11,0.847,1,0,15,3.52,0.911,0.117,66.4,3,1.0
Student_1319,T2_Spring,Program_B,First_Year,2,43,2.98,0.02,0.821,1,1,15,3.92,0.933,0.022,80.2,0,0.0
Student_1320,T2_Spring,Program_B,First_Year,2,53,3.21,-0.35,0.925,0,0,18,3.0,0.743,0.22,63.4,4,0.0
Student_1321,T2_Spring,Program_C,Transfer,2,37,3.1,0.03,0.846,0,1,12,2.61,0.875,0.349,76.5,2,0.0
Student_1322,T2_Spring,Program_C,Transfer,2,44,1.79,0.04,0.781,0,0,15,3.84,0.756,0.262,71.4,5,0.0
Student_1323,T2_Spring,Program_A,Transfer,1,5,1.86,-0.26,0.71,1,0,9,4.54,0.926,0.08,66.6,2,0.0
Student_1324,T2_Spring,Program_A,First_Year,3,68,2.62,0.08,0.759,1,0,18,3.81,1.0,0.077,69.2,4,0.0
Student_1325,T2_Spring,Program_B,First_Year,3,55,3.23,0.59,0.939,0,1,15,5.63,1.0,0.0,88.5,0,0.0
Student_1326,T2_Spring,Program_A,First_Year,3,70,3.23,0.07,0.959,0,1,18,6.37,0.852,0.069,67.7,0,1.0
Student_1327,T2_Spring,Program_C,First_Year,1,7,2.79,-0.41,0.687,2,1,18,3.03,0.834,0.192,60.5,3,1.0
Student_1328,T2_Spring,Program_B,First_Year,2,34,2.47,0.12,0.809,1,0,12,4.92,0.965,0.09,77.6,0,0.0
Student_1329,T2_Spring,Program_D,First_Year,1,14,4.0,0.17,1.0,0,0,9,2.68,1.0,0.05,99.0,5,0.0
Student_1331,T2_Spring,Program_B,First_Year,2,32,2.89,-0.02,0.841,0,0,12,5.08,0.977,0.16,91.3,0,0.0
Student_1333,T2_Spring,Program_A,First_Year,1,19,2.45,0.01,0.882,1,0,12,4.24,0.9,0.187,64.3,0,0.0
Student_1334,T2_Spring,Program_B,First_Year,2,46,2.9,0.31,0.946,0,0,12,6.14,0.856,0.081,83.0,1,0.0
Student_1335,T2_Spring,Program_A,Transfer,1,22,2.05,-0.32,0.853,1,0,18,4.29,0.827,0.256,73.8,2,1.0
Student_1336,T2_Spring,Program_A,First_Year,2,29,2.49,-0.72,0.811,0,1,15,4.31,0.847,0.098,78.1,1,0.0
Student_1337,T2_Spring,Program_A,First_Year,2,42,3.14,0.33,0.928,0,0,15,3.88,0.926,0.207,81.4,3,0.0
Student_1339,T2_Spring,Program_B,First_Year,3,62,2.33,0.21,0.878,0,1,15,3.84,0.775,0.377,74.9,5,0.0
Student_1340,T2_Spring,Program_D,First_Year,4,106,2.56,-0.28,0.874,0,1,12,3.39,0.722,0.245,82.5,2,1.0
Student_1341,T2_Spring,Program_B,Transfer,1,10,2.37,-0.46,0.814,0,1,15,2.72,0.675,0.353,83.3,4,0.0
Student_1342,T2_Spring,Program_C,First_Year,4,99,1.85,-0.51,0.591,0,0,15,3.99,0.673,0.431,59.4,0,0.0
Student_1344,T2_Spring,Program_A,First_Year,4,94,2.16,-0.16,0.741,1,0,12,4.53,0.878,0.167,68.7,2,1.0
Student_1345,T2_Spring,Program_C,First_Year,4,96,2.81,0.08,0.852,0,0,15,3.83,1.0,0.226,84.8,2,0.0
Student_1347,T2_Spring,Program_C,Transfer,1,24,3.09,0.06,0.98,0,0,15,4.71,1.0,0.227,83.7,0,0.0
Student_1348,T2_Spring,Program_D,First_Year,2,33,3.27,0.64,0.818,0,2,18,4.11,0.783,0.164,93.8,3,0.0
Student_1349,T2_Spring,Program_C,First_Year,1,21,1.65,0.07,0.739,0,0,15,4.45,0.942,0.236,73.6,4,0.0
Student_1352,T2_Spring,Program_A,First_Year,3,60,2.43,0.19,0.743,0,0,18,5.06,0.911,0.238,69.9,1,0.0
Student_1353,T2_Spring,Program_A,First_Year,4,81,2.84,0.33,0.83,0,2,18,3.62,0.759,0.171,64.0,0,1.0
Student_1354,T2_Spring,Program_D,First_Year,1,27,3.66,-0.21,0.753,1,1,18,2.74,0.934,0.165,69.0,1,0.0
Student_1355,T2_Spring,Program_B,First_Year,4,97,2.76,0.16,0.862,0,0,18,2.55,0.902,0.091,80.9,3,0.0
Student_1356,T2_Spring,Program_C,Transfer,2,51,2.74,-0.03,0.859,1,1,12,3.3,0.822,0.208,58.9,0,0.0
Student_1357,T2_Spring,Program_B,First_Year,3,78,2.67,-0.11,0.865,0,0,12,2.65,0.827,0.192,65.4,1,0.0
Student_1359,T2_Spring,Program_A,First_Year,1,12,2.98,0.17,0.855,0,0,12,4.84,0.896,0.168,92.0,5,0.0
Student_1360,T2_Spring,Program_B,First_Year,4,86,2.18,-0.14,0.89,0,1,12,3.86,0.859,0.296,63.1,5,0.0
Student_1362,T2_Spring,Program_A,First_Year,3,58,3.43,0.07,0.826,0,0,15,6.15,0.913,0.012,79.2,2,0.0
Student_1363,T2_Spring,Program_C,First_Year,1,25,3.27,-0.08,0.924,0,0,15,6.03,1.0,0.023,92.1,4,0.0
Student_1364,T2_Spring,Program_C,Transfer,1,10,2.9,0.05,0.839,0,0,15,3.14,0.919,0.137,88.9,3,0.0
Student_1365,T2_Spring,Program_A,Transfer,4,107,2.91,-0.7,0.854,0,1,12,1.08,0.723,0.442,80.5,5,1.0
Student_1367,T2_Spring,Program_D,First_Year,2,39,2.44,0.5,0.862,0,0,15,5.5,0.93,0.019,69.8,0,0.0
Student_1368,T2_Spring,Program_C,Transfer,3,66,2.48,0.07,0.602,2,0,18,6.54,1.0,0.0,66.5,3,0.0
Student_1369,T2_Spring,Program_A,First_Year,3,68,2.68,-0.7,0.801,0,0,15,4.63,0.693,0.337,66.5,2,0.0
Student_1370,T2_Spring,Program_B,First_Year,3,71,2.36,0.1,0.747,1,1,9,3.95,0.863,0.263,82.4,2,0.0
Student_1371,T2_Spring,Program_D,Transfer,3,68,3.0,0.29,0.891,0,0,15,3.94,0.744,0.357,99.4,0,0.0
Student_1372,T2_Spring,Program_B,First_Year,1,18,2.98,-0.87,1.0,0,1,15,3.72,0.664,0.262,79.9,4,1.0
Student_1373,T2_Spring,Program_A,First_Year,2,31,2.92,0.42,0.831,0,0,9,4.15,1.0,0.126,90.1,0,0.0
Student_1374,T2_Spring,Program_A,Transfer,1,22,2.23,-0.23,0.631,2,0,12,2.43,1.0,0.086,75.9,6,1.0
Student_1375,T2_Spring,Program_D,Transfer,3,74,3.29,-0.12,0.983,0,0,15,4.2,0.867,0.11,78.0,0,0.0
Student_1376,T2_Spring,Program_B,First_Year,2,47,2.63,-0.29,0.559,3,0,18,4.78,0.848,0.103,80.1,0,0.0
Student_1377,T2_Spring,Program_B,Transfer,3,65,1.79,-0.2,0.746,0,0,18,4.12,0.988,0.152,61.5,4,1.0
Student_1378,T2_Spring,Program_D,First_Year,3,67,3.91,0.28,0.955,0,0,15,3.85,1.0,0.199,100.0,0,0.0
Student_1379,T2_Spring,Program_A,First_Year,2,33,2.93,0.16,0.925,0,2,18,5.49,0.942,0.117,80.5,1,0.0
Student_1380,T2_Spring,Program_C,Transfer,3,78,2.39,0.21,0.926,0,0,12,4.94,1.0,0.07,80.4,0,0.0
Student_1381,T2_Spring,Program_A,First_Year,4,108,2.73,0.62,1.0,1,0,15,5.32,1.0,0.0,100.0,0,0.0
Student_1384,T2_Spring,Program_B,First_Year,2,54,2.34,-0.31,0.866,0,1,12,2.33,0.774,0.282,73.6,3,0.0
Student_1387,T2_Spring,Program_B,First_Year,4,92,2.97,-0.01,0.846,0,0,12,4.38,0.908,0.085,80.1,5,0.0
Student_1390,T2_Spring,Program_C,First_Year,2,32,2.94,-0.08,0.893,0,1,12,4.03,1.0,0.221,86.6,2,0.0
Student_1391,T2_Spring,Program_C,First_Year,4,104,2.82,1.0,0.837,0,1,9,6.17,1.0,0.081,77.6,2,0.0
Student_1392,T2_Spring,Program_A,First_Year,2,50,2.83,-0.29,0.876,0,1,18,2.42,0.843,0.209,87.0,4,0.0
Student_1393,T2_Spring,Program_A,First_Year,3,63,3.46,0.64,0.97,0,0,18,6.1,0.862,0.0,95.7,2,0.0
Student_1399,T2_Spring,Program_C,First_Year,4,95,2.68,0.49,0.833,1,2,15,3.81,0.911,0.186,64.6,2,0.0
Student_1400,T2_Spring,Program_A,Transfer,1,4,2.93,0.14,0.973,0,0,15,3.27,0.825,0.122,69.6,2,0.0
Student_1401,T2_Spring,Program_D,First_Year,4,97,3.24,-0.24,0.762,1,0,15,3.48,0.759,0.274,73.5,1,0.0
Student_1402,T2_Spring,Program_A,First_Year,1,12,3.19,0.1,0.974,0,0,12,5.29,0.997,0.037,89.8,0,0.0
Student_1403,T2_Spring,Program_C,First_Year,1,20,3.71,0.14,1.0,0,0,15,4.84,0.952,0.013,83.1,1,0.0
Student_1404,T2_Spring,Program_C,Transfer,3,68,2.72,-0.15,0.745,0,0,15,2.62,0.76,0.349,80.8,2,0.0
Student_1405,T2_Spring,Program_C,Transfer,2,33,2.62,-0.28,0.606,1,2,12,1.45,0.647,0.424,66.5,1,0.0
Student_1406,T2_Spring,Program_A,First_Year,3,76,3.33,-0.11,0.854,0,1,15,3.92,0.832,0.172,77.5,5,0.0
Student_1407,T2_Spring,Program_C,First_Year,2,36,2.92,-0.05,0.77,1,0,12,4.53,0.799,0.145,85.0,4,1.0
Student_1408,T2_Spring,Program_B,Transfer,2,47,1.67,0.07,0.605,1,1,9,5.09,0.795,0.194,65.6,0,1.0
Student_1411,T2_Spring,Program_C,First_Year,2,39,2.29,0.12,0.889,0,2,9,3.37,0.967,0.121,68.2,0,0.0
Student_1413,T2_Spring,Program_A,First_Year,4,95,3.56,-0.21,0.955,1,0,12,3.31,1.0,0.008,79.3,1,0.0
Student_1415,T2_Spring,Program_D,First_Year,4,91,3.22,0.04,0.981,0,0,18,6.44,1.0,0.0,90.1,5,0.0
Student_1416,T2_Spring,Program_A,Transfer,1,23,3.98,0.11,1.0,0,1,15,3.62,0.935,0.262,81.0,6,0.0
Student_1417,T2_Spring,Program_A,Transfer,3,54,3.35,0.66,0.96,0,0,15,4.19,1.0,0.09,82.4,0,0.0
Student_1418,T2_Spring,Program_B,Transfer,4,103,1.76,-0.84,0.65,1,3,15,1.71,0.61,0.434,61.6,0,1.0
Student_1419,T2_Spring,Program_A,Transfer,2,33,3.08,0.3,0.913,0,0,12,4.52,0.934,0.0,67.5,1,0.0
Student_1420,T2_Spring,Program_A,Transfer,2,50,3.17,-0.09,0.854,0,0,15,4.25,0.852,0.172,89.7,1,0.0
Student_1421,T2_Spring,Program_A,First_Year,1,12,2.61,-0.16,0.743,1,0,15,3.98,0.751,0.26,82.0,4,0.0
Student_1422,T2_Spring,Program_B,First_Year,3,54,3.01,0.12,0.77,0,0,15,3.44,0.805,0.2,78.6,5,0.0
Student_1424,T2_Spring,Program_C,First_Year,3,74,1.97,-0.22,0.829,0,0,15,2.41,0.732,0.386,54.5,6,0.0
Student_1425,T2_Spring,Program_B,Transfer,2,34,3.39,-0.39,0.934,0,0,15,3.81,0.715,0.321,74.9,0,0.0
Student_1426,T2_Spring,Program_C,First_Year,4,90,2.34,-0.06,0.771,0,0,15,2.71,0.796,0.196,56.2,2,1.0
Student_1428,T2_Spring,Program_A,First_Year,3,76,2.58,0.18,0.878,0,0,15,4.55,1.0,0.056,68.2,5,0.0
Student_1429,T2_Spring,Program_C,First_Year,3,80,2.12,-0.07,0.846,0,1,18,3.98,0.716,0.224,78.8,4,0.0
Student_1431,T2_Spring,Program_C,First_Year,2,49,1.97,0.01,0.746,1,0,18,4.0,0.806,0.235,58.1,0,0.0
Student_1432,T2_Spring,Program_D,Transfer,2,28,2.45,0.28,0.731,1,1,15,4.44,0.873,0.167,80.2,1,0.0
Student_1433,T2_Spring,Program_B,First_Year,3,64,3.21,0.18,0.804,1,0,12,5.28,0.89,0.255,77.3,0,0.0
Student_1434,T2_Spring,Program_B,Transfer,1,16,3.27,0.07,0.914,0,0,15,2.57,0.811,0.368,83.5,5,0.0
Student_1435,T2_Spring,Program_B,First_Year,2,37,2.5,-0.6,0.679,1,2,18,3.19,0.928,0.199,83.2,7,0.0
Student_1436,T2_Spring,Program_A,First_Year,4,104,3.02,0.52,0.824,1,1,15,3.12,0.937,0.254,81.9,5,0.0
Student_1438,T2_Spring,Program_D,First_Year,2,36,2.99,-0.77,0.741,0,0,18,3.5,0.796,0.35,57.4,4,1.0
Student_1439,T2_Spring,Program_C,Transfer,2,47,3.5,0.09,0.988,0,1,15,2.43,0.831,0.229,82.9,5,1.0
Student_1440,T2_Spring,Program_A,First_Year,4,103,2.13,0.17,0.821,0,0,15,5.2,0.915,0.201,63.4,1,0.0
Student_1441,T2_Spring,Program_D,First_Year,1,19,3.09,-0.15,1.0,0,0,15,3.72,0.759,0.12,87.5,3,0.0
Student_1442,T2_Spring,Program_B,First_Year,2,29,2.62,-0.05,0.751,2,1,15,3.93,0.803,0.135,88.8,1,0.0
Student_1443,T2_Spring,Program_D,First_Year,4,93,3.19,-0.08,0.818,0,2,15,4.33,0.89,0.206,79.9,1,0.0
Student_1444,T2_Spring,Program_B,First_Year,3,55,2.72,0.39,0.934,0,0,15,5.23,0.988,0.213,91.5,0,0.0
Student_1446,T2_Spring,Program_B,Transfer,2,41,3.45,-1.7,0.879,1,0,15,2.44,0.854,0.294,54.3,2,1.0
Student_1447,T2_Spring,Program_B,First_Year,3,64,2.0,-0.2,0.745,0,0,12,3.94,0.74,0.314,82.9,2,1.0
Student_1448,T2_Spring,Program_C,First_Year,2,35,2.67,-0.58,0.822,0,0,15,3.18,0.8,0.108,89.4,2,0.0
Student_1449,T2_Spring,Program_B,First_Year,2,43,3.16,0.33,0.759,3,0,12,4.54,1.0,0.0,100.0,3,0.0
Student_1450,T2_Spring,Program_A,Transfer,3,67,2.85,-0.46,0.869,0,0,12,4.08,0.811,0.159,76.1,0,0.0
Student_1451,T2_Spring,Program_A,First_Year,2,33,3.32,-0.21,0.964,0,0,15,3.0,0.928,0.258,91.5,3,0.0
Student_1452,T2_Spring,Program_C,First_Year,4,93,2.15,-0.09,0.784,0,0,15,3.76,0.779,0.145,77.3,3,1.0
Student_1453,T2_Spring,Program_C,First_Year,3,62,2.89,-0.17,0.886,0,0,9,4.38,0.802,0.091,68.7,2,1.0
Student_1454,T2_Spring,Program_D,First_Year,2,38,3.2,0.37,0.887,0,0,15,3.93,0.942,0.122,61.5,1,1.0
Student_1455,T2_Spring,Program_A,First_Year,4,91,2.9,-0.36,0.985,0,0,15,2.45,0.813,0.184,79.9,2,0.0
Student_1456,T2_Spring,Program_D,Transfer,2,27,2.77,0.11,0.847,1,0,12,4.4,0.983,0.031,81.9,1,0.0
Student_1458,T2_Spring,Program_A,First_Year,3,72,1.9,-0.13,0.864,0,1,9,4.32,0.937,0.079,61.4,0,0.0
