Student_ID,Term_ID,Week,LMS_Login_Days,Assignments_Due,Assignments_Submitted,Assignments_Late,Average_Assignment_Score,Days_Since_Last_Activity
Student_0206,T2_Spring,1,4.1,4,3,0,61.3,0
Student_0206,T2_Spring,2,3.1,5,4,1,48.4,0
Student_0206,T2_Spring,3,3.3,3,3,0,63.1,1
Student_0206,T2_Spring,4,3.8,5,4,0,60.0,0
Student_0206,T2_Spring,5,4.0,3,3,0,61.4,1
Student_0206,T2_Spring,6,3.9,2,2,0,53.7,1
Student_0207,T2_Spring,1,2.7,2,2,0,48.6,0
Student_0207,T2_Spring,2,2.8,4,4,0,43.4,2
Student_0207,T2_Spring,3,2.5,5,5,0,51.5,0
Student_0207,T2_Spring,4,2.5,4,4,0,36.0,0
Student_0207,T2_Spring,5,2.8,5,5,0,46.3,0
Student_0207,T2_Spring,6,2.5,4,4,0,55.2,1
Student_0208,T2_Spring,1,2.9,2,1,0,78.3,4
Student_0208,T2_Spring,2,2.6,4,3,1,69.2,4
Student_0208,T2_Spring,3,2.6,3,2,1,85.7,1
Student_0208,T2_Spring,4,3.0,4,3,1,84.6,3
Student_0208,T2_Spring,5,2.4,4,3,1,75.9,5
Student_0208,T2_Spring,6,5.0,2,1,0,79.7,2
Student_0209,T2_Spring,1,3.2,2,2,0,99.5,1
Student_0209,T2_Spring,2,5.8,4,3,0,99.4,0
Student_0209,T2_Spring,3,3.1,5,4,0,91.5,2
Student_0209,T2_Spring,4,6.0,2,2,0,100.0,2
Student_0209,T2_Spring,5,4.5,4,4,0,97.2,1
Student_0209,T2_Spring,6,5.2,5,4,0,100.0,1
Student_0210,T2_Spring,1,4.0,4,4,0,60.8,0
Student_0210,T2_Spring,2,4.8,4,4,0,54.5,2
Student_0210,T2_Spring,3,4.8,3,3,0,68.4,0
Student_0210,T2_Spring,4,4.4,4,4,0,61.3,2
Student_0210,T2_Spring,5,3.6,4,4,0,73.5,1
Student_0210,T2_Spring,6,5.7,3,3,0,63.1,0
Student_0211,T2_Spring,1,4.4,5,5,1,81.7,6
Student_0211,T2_Spring,2,4.1,4,3,1,71.5,3
Student_0211,T2_Spring,3,4.6,3,3,1,78.6,5
Student_0211,T2_Spring,4,4.8,4,3,1,86.4,2
Student_0211,T2_Spring,5,6.4,5,4,1,77.3,6
Student_0211,T2_Spring,6,4.7,2,2,0,83.8,2
Student_0212,T2_Spring,1,6.2,3,3,0,88.1,0
Student_0212,T2_Spring,2,5.5,3,3,0,90.0,0
Student_0212,T2_Spring,3,5.8,5,5,0,90.2,1
Student_0212,T2_Spring,4,6.0,3,2,0,85.9,2
Student_0212,T2_Spring,5,5.4,4,4,0,79.7,1
Student_0212,T2_Spring,6,4.4,4,4,0,72.2,0
Student_0213,T2_Spring,1,4.3,4,3,1,76.7,0
Student_0213,T2_Spring,2,2.6,5,4,1,75.7,2
Student_0213,T2_Spring,3,4.0,5,5,1,75.6,3
Student_0213,T2_Spring,4,4.3,4,3,1,79.9,0
Student_0213,T2_Spring,5,2.6,2,2,1,79.5,1
Student_0213,T2_Spring,6,1.4,4,3,1,77.9,2
Student_0214,T2_Spring,1,4.2,5,5,1,71.6,4
Student_0214,T2_Spring,2,5.3,5,5,1,64.6,2
Student_0214,T2_Spring,3,4.1,3,3,1,60.9,3
Student_0214,T2_Spring,4,4.6,3,3,1,65.1,3
Student_0214,T2_Spring,5,3.4,5,5,1,69.1,2
Student_0214,T2_Spring,6,4.3,5,5,1,54.2,5
Student_0215,T2_Spring,1,1.9,5,4,1,67.6,0
Student_0215,T2_Spring,2,2.7,3,2,1,57.3,2
Student_0215,T2_Spring,3,3.2,2,1,0,63.8,2
Student_0215,T2_Spring,4,4.5,3,2,0,59.8,0
Student_0215,T2_Spring,5,2.8,2,2,0,73.1,1
Student_0215,T2_Spring,6,3.8,2,1,0,61.3,0
Student_0216,T2_Spring,1,4.8,3,2,1,79.7,0
Student_0216,T2_Spring,2,5.2,2,2,1,73.7,0
Student_0216,T2_Spring,3,3.5,4,3,1,70.4,1
Student_0216,T2_Spring,4,4.1,5,4,1,79.1,0
Student_0216,T2_Spring,5,5.1,2,2,1,81.4,2
Student_0216,T2_Spring,6,5.0,5,4,1,70.5,0
Student_0217,T2_Spring,1,5.1,4,4,1,71.8,1
Student_0217,T2_Spring,2,4.7,3,3,0,79.8,0
Student_0217,T2_Spring,3,4.6,5,5,1,76.1,0
Student_0217,T2_Spring,4,4.9,2,2,0,71.0,0
Student_0217,T2_Spring,5,4.6,4,4,0,67.6,1
Student_0217,T2_Spring,6,6.0,4,4,0,72.7,2
Student_0218,T2_Spring,1,4.8,3,2,0,89.1,2
Student_0218,T2_Spring,2,4.9,2,2,0,100.0,0
Student_0218,T2_Spring,3,4.1,3,3,0,88.9,1
Student_0218,T2_Spring,4,4.7,4,3,1,96.7,3
Student_0218,T2_Spring,5,6.2,5,5,0,79.8,0
Student_0218,T2_Spring,6,6.3,4,4,1,100.0,3
Student_0219,T2_Spring,1,5.1,3,3,0,90.3,5
Student_0219,T2_Spring,2,7.0,3,3,0,96.2,1
Student_0219,T2_Spring,3,6.4,3,3,0,85.8,5
Student_0219,T2_Spring,4,6.3,3,3,0,95.0,4
Student_0219,T2_Spring,5,6.1,4,4,0,94.8,5
Student_0219,T2_Spring,6,6.5,5,5,0,94.3,5
Student_0220,T2_Spring,1,2.8,3,3,1,66.0,0
Student_0220,T2_Spring,2,2.3,3,2,0,61.7,4
Student_0220,T2_Spring,3,4.0,2,2,1,55.7,0
Student_0220,T2_Spring,4,3.3,5,4,1,71.3,3
Student_0220,T2_Spring,5,3.0,5,4,1,67.9,1
Student_0220,T2_Spring,6,3.4,5,4,1,60.0,1
Student_0221,T2_Spring,1,4.4,5,4,0,100.0,2
Student_0221,T2_Spring,2,3.1,2,2,0,96.3,1
Student_0221,T2_Spring,3,4.6,2,2,1,100.0,1
Student_0221,T2_Spring,4,2.7,3,3,0,100.0,2
Student_0221,T2_Spring,5,4.8,5,5,1,100.0,0
Student_0221,T2_Spring,6,2.6,3,3,0,92.3,2
Student_0222,T2_Spring,1,4.5,2,2,0,68.1,2
Student_0222,T2_Spring,2,3.6,2,2,1,59.7,1
Student_0222,T2_Spring,3,3.7,3,3,1,64.7,1
Student_0222,T2_Spring,4,3.6,4,3,1,57.9,3
Student_0222,T2_Spring,5,3.3,2,2,1,79.1,1
Student_0222,T2_Spring,6,4.5,2,2,0,77.0,3
Student_0223,T2_Spring,1,5.6,4,4,1,92.0,2
Student_0223,T2_Spring,2,6.5,2,2,0,83.3,2
Student_0223,T2_Spring,3,5.8,5,4,1,94.6,1
Student_0223,T2_Spring,4,5.7,2,2,0,94.0,0
Student_0223,T2_Spring,5,4.6,5,4,1,78.1,0
Student_0223,T2_Spring,6,6.8,5,4,1,81.8,2
Student_0224,T2_Spring,1,4.1,4,3,0,74.2,4
Student_0224,T2_Spring,2,4.3,2,2,0,77.5,6
Student_0224,T2_Spring,3,3.7,5,4,0,78.7,7
Student_0224,T2_Spring,4,4.3,4,3,0,65.9,7
Student_0224,T2_Spring,5,3.9,4,3,0,64.8,7
Student_0224,T2_Spring,6,4.0,4,3,0,78.0,6
Student_0225,T2_Spring,1,3.3,4,3,0,91.1,8
Student_0225,T2_Spring,2,3.2,3,3,0,75.7,7
Student_0225,T2_Spring,3,3.8,2,2,0,84.8,5
Student_0225,T2_Spring,4,3.3,4,3,0,77.1,8
Student_0225,T2_Spring,5,4.6,2,2,0,85.7,8
Student_0225,T2_Spring,6,3.6,2,2,0,86.0,5
Student_0226,T2_Spring,1,4.5,5,5,0,86.3,0
Student_0226,T2_Spring,2,6.6,4,4,0,76.7,1
Student_0226,T2_Spring,3,4.8,3,3,0,84.9,0
Student_0226,T2_Spring,4,4.4,2,2,0,75.9,0
Student_0226,T2_Spring,5,5.5,2,2,0,90.4,2
Student_0226,T2_Spring,6,4.1,4,4,0,84.5,0
Student_0227,T2_Spring,1,3.7,4,4,0,71.7,1
Student_0227,T2_Spring,2,3.2,3,2,0,73.8,4
Student_0227,T2_Spring,3,3.6,5,4,0,72.9,3
Student_0227,T2_Spring,4,2.8,4,4,1,79.2,0
Student_0227,T2_Spring,5,4.0,4,3,0,71.5,1
Student_0227,T2_Spring,6,3.9,4,4,1,71.1,4
Student_0228,T2_Spring,1,2.9,2,2,0,65.8,2
Student_0228,T2_Spring,2,3.0,4,3,1,63.2,1
Student_0228,T2_Spring,3,3.3,5,4,1,65.2,0
Student_0228,T2_Spring,4,3.4,4,3,1,54.2,3
Student_0228,T2_Spring,5,2.1,3,3,1,53.8,2
Student_0228,T2_Spring,6,1.8,4,3,1,57.8,1
Student_0229,T2_Spring,1,4.0,4,4,1,79.0,0
Student_0229,T2_Spring,2,2.7,4,4,0,76.2,2
Student_0229,T2_Spring,3,3.6,2,2,0,72.2,0
Student_0229,T2_Spring,4,3.2,3,3,1,76.3,0
Student_0229,T2_Spring,5,3.8,3,3,1,78.9,2
Student_0229,T2_Spring,6,2.3,2,2,0,80.3,0
Student_0230,T2_Spring,1,3.9,4,4,1,64.4,0
Student_0230,T2_Spring,2,3.6,3,3,1,69.8,3
Student_0230,T2_Spring,3,5.2,5,4,1,65.1,0
Student_0230,T2_Spring,4,4.0,4,4,1,81.2,4
Student_0230,T2_Spring,5,3.4,3,3,1,64.4,0
Student_0230,T2_Spring,6,4.3,5,4,1,62.0,4
Student_0231,T2_Spring,1,3.3,3,3,1,87.8,2
Student_0231,T2_Spring,2,3.9,5,5,1,100.0,3
Student_0231,T2_Spring,3,4.2,4,4,1,91.5,0
Student_0231,T2_Spring,4,4.0,5,5,1,94.7,4
Student_0231,T2_Spring,5,4.4,2,2,1,90.3,3
Student_0231,T2_Spring,6,3.0,5,5,1,89.0,2
Student_0232,T2_Spring,1,5.9,5,4,1,88.6,2
Student_0232,T2_Spring,2,6.3,3,3,1,89.9,0
Student_0232,T2_Spring,3,7.0,2,2,1,90.3,2
Student_0232,T2_Spring,4,6.9,3,2,1,90.5,0
Student_0232,T2_Spring,5,7.0,4,3,1,83.3,2
Student_0232,T2_Spring,6,7.0,2,2,1,90.1,2
Student_0233,T2_Spring,1,6.2,4,3,1,43.2,3
Student_0233,T2_Spring,2,6.7,3,2,0,52.5,2
Student_0233,T2_Spring,3,5.8,2,2,0,48.5,0
Student_0233,T2_Spring,4,5.9,2,2,0,51.1,0
Student_0233,T2_Spring,5,7.0,2,2,0,41.2,1
Student_0233,T2_Spring,6,5.6,5,4,1,51.3,2
Student_0234,T2_Spring,1,4.6,5,4,1,91.1,0
Student_0234,T2_Spring,2,4.0,4,3,1,87.6,0
Student_0234,T2_Spring,3,4.3,4,3,0,83.6,2
Student_0234,T2_Spring,4,3.8,4,3,1,81.4,1
Student_0234,T2_Spring,5,5.5,5,4,1,82.2,0
Student_0234,T2_Spring,6,5.3,5,4,1,83.6,0
Student_0235,T2_Spring,1,5.0,4,4,0,53.8,0
Student_0235,T2_Spring,2,4.0,5,5,0,68.6,0
Student_0235,T2_Spring,3,4.4,4,4,0,49.7,2
Student_0235,T2_Spring,4,3.6,4,4,0,64.4,0
Student_0235,T2_Spring,5,4.7,2,2,0,53.3,0
Student_0235,T2_Spring,6,4.2,5,5,0,64.4,1
Student_0236,T2_Spring,1,4.3,5,5,1,87.7,1
Student_0236,T2_Spring,2,5.3,3,3,0,90.7,1
Student_0236,T2_Spring,3,5.1,2,2,0,82.7,1
Student_0236,T2_Spring,4,5.9,5,5,1,91.4,4
Student_0236,T2_Spring,5,4.7,2,2,0,89.2,0
Student_0236,T2_Spring,6,4.5,5,5,0,80.7,3
Student_0237,T2_Spring,1,1.9,3,2,1,62.1,4
Student_0237,T2_Spring,2,2.9,2,2,1,54.9,1
Student_0237,T2_Spring,3,4.0,5,4,1,61.0,3
Student_0237,T2_Spring,4,2.8,5,4,1,59.9,3
Student_0237,T2_Spring,5,3.5,4,3,1,61.2,4
Student_0237,T2_Spring,6,2.4,2,2,0,52.8,4
Student_0238,T2_Spring,1,3.3,5,4,1,58.1,3
Student_0238,T2_Spring,2,4.5,5,4,1,68.7,3
Student_0238,T2_Spring,3,4.4,5,3,1,60.9,2
Student_0238,T2_Spring,4,5.1,2,2,1,69.3,3
Student_0238,T2_Spring,5,5.5,3,2,1,74.0,0
Student_0238,T2_Spring,6,3.8,4,3,1,72.0,0
Student_0239,T2_Spring,1,4.1,2,2,0,64.2,1
Student_0239,T2_Spring,2,4.3,5,5,0,65.3,0
Student_0239,T2_Spring,3,5.8,5,5,0,60.1,1
Student_0239,T2_Spring,4,5.9,3,3,0,67.2,0
Student_0239,T2_Spring,5,6.1,2,2,0,62.8,0
Student_0239,T2_Spring,6,5.9,3,3,0,65.2,0
Student_0240,T2_Spring,1,4.5,5,4,1,76.3,2
Student_0240,T2_Spring,2,3.5,2,2,0,83.4,3
Student_0240,T2_Spring,3,3.7,2,2,0,86.5,1
Student_0240,T2_Spring,4,4.2,3,3,1,80.1,2
Student_0240,T2_Spring,5,4.2,4,3,0,81.8,3
Student_0240,T2_Spring,6,4.5,2,2,0,84.7,0
Student_0241,T2_Spring,1,5.1,3,3,0,95.0,3
Student_0241,T2_Spring,2,6.1,5,5,1,74.1,4
Student_0241,T2_Spring,3,5.3,3,3,0,85.9,4
Student_0241,T2_Spring,4,6.6,5,5,0,93.8,2
Student_0241,T2_Spring,5,5.7,3,3,0,89.2,0
Student_0241,T2_Spring,6,6.1,2,2,0,86.8,2
Student_0242,T2_Spring,1,4.0,2,2,1,73.8,7
Student_0242,T2_Spring,2,4.3,5,4,1,67.4,6
Student_0242,T2_Spring,3,4.1,3,2,1,69.5,6
Student_0242,T2_Spring,4,4.7,5,4,1,71.2,3
Student_0242,T2_Spring,5,3.5,4,3,1,75.0,4
Student_0242,T2_Spring,6,4.0,2,1,0,82.5,5
Student_0243,T2_Spring,1,5.6,5,5,1,84.5,3
Student_0243,T2_Spring,2,4.7,5,4,0,85.8,2
Student_0243,T2_Spring,3,4.2,4,3,0,86.7,4
Student_0243,T2_Spring,4,3.2,2,2,0,87.3,5
Student_0243,T2_Spring,5,3.7,3,2,0,85.6,4
Student_0243,T2_Spring,6,3.8,4,3,0,88.6,1
Student_0244,T2_Spring,1,3.8,3,3,0,90.9,3
Student_0244,T2_Spring,2,4.2,5,5,0,86.1,6
Student_0244,T2_Spring,3,4.5,4,4,1,99.8,6
Student_0244,T2_Spring,4,3.3,5,5,0,100.0,3
Student_0244,T2_Spring,5,3.0,5,5,0,93.3,3
Student_0244,T2_Spring,6,3.2,5,5,0,86.0,7
Student_0245,T2_Spring,1,2.9,3,2,0,86.7,5
Student_0245,T2_Spring,2,2.2,5,4,1,81.9,6
Student_0245,T2_Spring,3,3.2,4,3,1,73.9,7
Student_0245,T2_Spring,4,1.8,4,3,1,71.2,4
Student_0245,T2_Spring,5,2.8,3,2,1,76.6,3
Student_0245,T2_Spring,6,2.2,4,3,1,85.7,3
Student_0246,T2_Spring,1,7.0,2,2,0,53.8,4
Student_0246,T2_Spring,2,5.3,3,3,0,59.4,4
Student_0246,T2_Spring,3,5.8,2,2,0,62.1,4
Student_0246,T2_Spring,4,5.1,3,3,0,43.9,7
Student_0246,T2_Spring,5,5.3,2,2,0,53.9,7
Student_0246,T2_Spring,6,6.0,5,4,0,62.3,3
Student_0247,T2_Spring,1,5.1,2,2,0,67.9,3
Student_0247,T2_Spring,2,4.9,4,4,1,81.0,5
Student_0247,T2_Spring,3,5.1,2,2,0,75.2,3
Student_0247,T2_Spring,4,3.7,4,3,0,77.7,6
Student_0247,T2_Spring,5,5.1,5,5,1,71.9,3
Student_0247,T2_Spring,6,4.7,2,2,0,69.8,2
Student_0248,T2_Spring,1,3.5,5,5,1,89.4,0
Student_0248,T2_Spring,2,5.3,2,2,0,84.8,0
Student_0248,T2_Spring,3,4.2,5,5,1,100.0,1
Student_0248,T2_Spring,4,3.0,5,5,1,100.0,1
Student_0248,T2_Spring,5,5.2,2,2,0,94.0,2
Student_0248,T2_Spring,6,2.8,3,3,1,92.1,1
Student_0249,T2_Spring,1,4.1,3,2,1,100.0,1
Student_0249,T2_Spring,2,4.7,5,4,1,96.1,2
Student_0249,T2_Spring,3,4.3,5,4,1,100.0,2
Student_0249,T2_Spring,4,3.4,3,2,1,99.8,2
Student_0249,T2_Spring,5,4.7,2,1,0,100.0,2
Student_0249,T2_Spring,6,4.5,4,3,1,98.1,3
Student_0250,T2_Spring,1,3.9,4,4,1,95.2,4
Student_0250,T2_Spring,2,3.8,3,3,1,94.1,1
Student_0250,T2_Spring,3,4.6,3,3,1,86.7,0
Student_0250,T2_Spring,4,5.6,5,4,1,96.9,2
Student_0250,T2_Spring,5,4.5,4,3,1,94.3,4
Student_0250,T2_Spring,6,5.0,4,3,1,88.1,2
Student_0251,T2_Spring,1,3.2,2,2,0,100.0,3
Student_0251,T2_Spring,2,3.9,4,4,0,100.0,0
Student_0251,T2_Spring,3,4.3,5,5,1,96.6,1
Student_0251,T2_Spring,4,3.4,2,2,0,95.8,1
Student_0251,T2_Spring,5,3.9,5,5,0,91.6,3
Student_0251,T2_Spring,6,4.4,4,4,0,98.6,3
Student_0252,T2_Spring,1,5.4,5,5,0,81.3,2
Student_0252,T2_Spring,2,6.3,5,4,0,76.9,0
Student_0252,T2_Spring,3,5.6,5,5,0,81.1,2
Student_0252,T2_Spring,4,6.2,3,3,0,73.2,1
Student_0252,T2_Spring,5,6.9,4,3,0,76.5,0
Student_0252,T2_Spring,6,6.5,2,2,0,79.2,1
Student_0253,T2_Spring,1,3.7,3,3,1,68.3,0
Student_0253,T2_Spring,2,3.4,5,5,2,83.9,0
Student_0253,T2_Spring,3,4.5,4,4,1,77.7,2
Student_0253,T2_Spring,4,4.5,3,3,1,80.2,2
Student_0253,T2_Spring,5,5.6,2,2,0,84.3,0
Student_0253,T2_Spring,6,6.1,5,5,1,86.1,3
Student_0254,T2_Spring,1,4.6,3,2,1,79.1,3
Student_0254,T2_Spring,2,3.2,3,2,1,75.1,0
Student_0254,T2_Spring,3,2.8,5,4,2,75.2,1
Student_0254,T2_Spring,4,2.4,5,4,1,73.6,1
Student_0254,T2_Spring,5,3.5,4,3,1,82.0,0
Student_0254,T2_Spring,6,3.5,3,2,1,78.0,2
Student_0255,T2_Spring,1,4.0,5,3,1,54.8,4
Student_0255,T2_Spring,2,2.0,3,2,1,49.5,3
Student_0255,T2_Spring,3,3.6,4,3,1,44.2,0
Student_0255,T2_Spring,4,1.7,4,3,1,52.2,0
Student_0255,T2_Spring,5,3.5,4,3,1,56.3,2
Student_0255,T2_Spring,6,3.1,3,2,1,43.7,1
Student_0256,T2_Spring,1,7.0,5,5,1,76.1,1
Student_0256,T2_Spring,2,5.2,5,5,1,87.8,1
Student_0256,T2_Spring,3,7.0,2,2,0,68.1,4
Student_0256,T2_Spring,4,6.6,3,3,1,84.1,1
Student_0256,T2_Spring,5,7.0,3,3,1,77.5,0
Student_0256,T2_Spring,6,6.6,2,2,0,74.6,1
Student_0257,T2_Spring,1,4.6,3,3,1,77.3,1
Student_0257,T2_Spring,2,3.9,2,2,1,66.5,2
Student_0257,T2_Spring,3,4.5,5,4,1,62.8,1
Student_0257,T2_Spring,4,2.3,5,4,1,76.1,3
Student_0257,T2_Spring,5,3.2,2,2,1,72.0,0
Student_0257,T2_Spring,6,4.2,4,4,1,68.6,1
Student_0258,T2_Spring,1,4.0,5,5,0,72.3,1
Student_0258,T2_Spring,2,6.2,4,4,1,74.1,1
Student_0258,T2_Spring,3,4.8,3,3,0,59.6,1
Student_0258,T2_Spring,4,3.9,2,2,0,77.3,2
Student_0258,T2_Spring,5,5.9,4,4,1,69.7,3
Student_0258,T2_Spring,6,4.5,3,3,1,72.2,2
Student_0259,T2_Spring,1,3.4,5,5,1,67.0,0
Student_0259,T2_Spring,2,4.0,4,4,0,57.0,1
Student_0259,T2_Spring,3,4.8,4,4,0,56.5,0
Student_0259,T2_Spring,4,4.8,5,5,1,59.7,0
Student_0259,T2_Spring,5,4.3,2,2,0,66.6,1
Student_0259,T2_Spring,6,5.1,2,2,0,69.9,2
Student_0260,T2_Spring,1,2.6,3,2,1,85.6,0
Student_0260,T2_Spring,2,4.1,2,2,1,81.4,2
Student_0260,T2_Spring,3,3.5,5,4,1,83.4,0
Student_0260,T2_Spring,4,3.3,5,3,1,90.5,0
Student_0260,T2_Spring,5,1.8,3,2,1,83.1,0
Student_0260,T2_Spring,6,2.5,2,2,1,87.5,2
Student_0261,T2_Spring,1,2.9,5,4,1,58.3,4
Student_0261,T2_Spring,2,2.5,4,2,1,57.0,2
Student_0261,T2_Spring,3,1.6,4,3,1,59.3,5
Student_0261,T2_Spring,4,1.7,4,3,1,65.1,1
Student_0261,T2_Spring,5,3.0,5,3,1,52.9,4
Student_0261,T2_Spring,6,2.9,2,1,0,63.5,1
Student_0262,T2_Spring,1,6.3,3,2,1,82.6,4
Student_0262,T2_Spring,2,4.6,4,3,1,88.0,4
Student_0262,T2_Spring,3,6.0,2,2,1,94.1,1
Student_0262,T2_Spring,4,7.0,4,2,1,81.2,3
Student_0262,T2_Spring,5,4.8,4,3,1,76.2,0
Student_0262,T2_Spring,6,5.6,4,3,1,81.2,3
Student_0263,T2_Spring,1,5.8,3,3,0,82.3,0
Student_0263,T2_Spring,2,4.9,3,3,0,87.9,2
Student_0263,T2_Spring,3,5.7,2,2,0,78.5,0
Student_0263,T2_Spring,4,6.9,4,4,0,81.5,2
Student_0263,T2_Spring,5,6.4,5,5,0,79.1,0
Student_0263,T2_Spring,6,6.4,5,5,1,82.1,0
Student_0264,T2_Spring,1,2.4,5,4,1,59.7,9
Student_0264,T2_Spring,2,3.8,2,2,1,75.1,9
Student_0264,T2_Spring,3,2.4,5,4,1,76.9,7
Student_0264,T2_Spring,4,1.4,3,2,0,79.1,8
Student_0264,T2_Spring,5,2.1,5,5,1,72.1,8
Student_0264,T2_Spring,6,2.7,4,3,1,74.3,10
Student_0265,T2_Spring,1,5.5,4,4,0,100.0,3
Student_0265,T2_Spring,2,4.9,3,3,0,100.0,2
Student_0265,T2_Spring,3,4.7,2,2,0,100.0,2
Student_0265,T2_Spring,4,4.3,4,4,0,91.5,4
Student_0265,T2_Spring,5,4.6,4,4,0,100.0,4
Student_0265,T2_Spring,6,4.1,2,2,0,92.3,4
Student_0266,T2_Spring,1,4.9,3,3,1,84.6,4
Student_0266,T2_Spring,2,4.0,4,4,1,89.0,4
Student_0266,T2_Spring,3,4.0,2,2,1,78.7,0
Student_0266,T2_Spring,4,4.4,5,5,1,78.2,1
Student_0266,T2_Spring,5,4.1,3,3,1,86.6,1
Student_0266,T2_Spring,6,4.9,3,3,1,83.8,3
Student_0267,T2_Spring,1,1.5,3,2,1,82.1,8
Student_0267,T2_Spring,2,3.5,5,4,1,82.3,4
Student_0267,T2_Spring,3,2.8,4,3,1,72.6,8
Student_0267,T2_Spring,4,3.6,2,2,0,72.3,8
Student_0267,T2_Spring,5,3.3,2,2,1,75.0,7
Student_0267,T2_Spring,6,2.8,2,2,1,78.5,5
Student_0268,T2_Spring,1,4.5,3,3,0,85.2,0
Student_0268,T2_Spring,2,4.4,3,3,0,76.7,2
Student_0268,T2_Spring,3,3.8,2,2,0,72.6,0
Student_0268,T2_Spring,4,3.3,5,5,1,74.9,1
Student_0268,T2_Spring,5,4.2,4,4,1,87.8,0
Student_0268,T2_Spring,6,3.8,2,2,0,73.6,0
Student_0269,T2_Spring,1,2.8,2,2,1,72.5,2
Student_0269,T2_Spring,2,1.3,2,1,0,71.1,3
Student_0269,T2_Spring,3,2.0,4,3,1,61.8,2
Student_0269,T2_Spring,4,1.4,3,2,1,73.7,0
Student_0269,T2_Spring,5,3.0,3,2,1,68.1,2
Student_0269,T2_Spring,6,1.7,2,2,1,65.7,0
Student_0270,T2_Spring,1,3.9,3,3,0,79.5,0
Student_0270,T2_Spring,2,3.2,3,3,0,86.2,0
Student_0270,T2_Spring,3,6.1,2,2,0,79.6,1
Student_0270,T2_Spring,4,4.0,4,4,0,78.7,0
Student_0270,T2_Spring,5,2.8,2,2,0,88.6,0
Student_0270,T2_Spring,6,4.6,2,2,0,89.4,2
Student_0271,T2_Spring,1,3.6,2,2,1,79.6,6
Student_0271,T2_Spring,2,2.8,3,2,1,81.4,3
Student_0271,T2_Spring,3,4.2,5,4,1,76.4,3
Student_0271,T2_Spring,4,3.1,5,4,1,76.4,5
Student_0271,T2_Spring,5,3.4,5,4,1,78.9,5
Student_0271,T2_Spring,6,3.9,4,3,1,68.7,4
Student_0272,T2_Spring,1,4.5,3,3,0,67.2,2
Student_0272,T2_Spring,2,3.8,5,4,1,72.6,3
Student_0272,T2_Spring,3,3.7,2,2,0,81.7,2
Student_0272,T2_Spring,4,4.2,4,3,0,81.5,3
Student_0272,T2_Spring,5,5.2,3,3,0,63.5,2
Student_0272,T2_Spring,6,4.8,5,4,1,65.7,4
Student_0273,T2_Spring,1,1.7,3,2,1,74.7,3
Student_0273,T2_Spring,2,2.6,5,4,2,70.4,2
Student_0273,T2_Spring,3,0.5,2,2,1,74.7,6
Student_0273,T2_Spring,4,1.4,3,2,1,63.1,3
Student_0273,T2_Spring,5,0.4,3,2,1,75.1,6
Student_0273,T2_Spring,6,1.9,5,4,1,76.8,4
Student_0274,T2_Spring,1,3.2,4,3,1,92.1,1
Student_0274,T2_Spring,2,3.3,2,2,1,82.8,0
Student_0274,T2_Spring,3,3.4,4,4,1,81.2,0
Student_0274,T2_Spring,4,1.7,4,4,1,87.5,0
Student_0274,T2_Spring,5,2.7,5,4,1,96.4,1
Student_0274,T2_Spring,6,3.7,2,2,1,84.8,2
Student_0275,T2_Spring,1,3.6,2,2,0,83.1,2
Student_0275,T2_Spring,2,4.0,3,2,0,86.2,2
Student_0275,T2_Spring,3,3.3,3,2,0,83.6,0
Student_0275,T2_Spring,4,3.6,4,3,0,76.2,0
Student_0275,T2_Spring,5,2.2,3,3,0,94.5,2
Student_0275,T2_Spring,6,3.6,5,4,1,92.4,0
Student_0276,T2_Spring,1,3.7,2,2,0,73.4,5
Student_0276,T2_Spring,2,3.4,4,3,1,73.1,5
Student_0276,T2_Spring,3,3.7,3,3,1,78.8,7
Student_0276,T2_Spring,4,1.8,4,4,1,81.5,4
Student_0276,T2_Spring,5,2.9,5,4,1,74.4,4
Student_0276,T2_Spring,6,2.8,5,4,1,77.9,4
Student_0277,T2_Spring,1,4.1,4,4,1,82.5,6
Student_0277,T2_Spring,2,2.9,2,2,0,79.3,5
Student_0277,T2_Spring,3,2.9,3,3,0,76.1,2
Student_0277,T2_Spring,4,2.8,2,2,0,74.2,4
Student_0277,T2_Spring,5,3.6,3,3,0,78.0,5
Student_0277,T2_Spring,6,4.5,4,4,1,82.0,3
Student_0278,T2_Spring,1,3.9,4,4,0,85.7,2
Student_0278,T2_Spring,2,3.2,5,5,0,67.0,1
Student_0278,T2_Spring,3,3.1,5,5,0,74.2,0
Student_0278,T2_Spring,4,4.2,2,2,0,80.4,0
Student_0278,T2_Spring,5,3.3,3,3,0,76.3,1
Student_0278,T2_Spring,6,4.0,5,5,0,74.0,1
Student_0279,T2_Spring,1,5.1,2,2,1,77.1,0
Student_0279,T2_Spring,2,4.1,4,4,1,80.1,2
Student_0279,T2_Spring,3,4.8,4,4,1,86.3,0
Student_0279,T2_Spring,4,5.9,2,2,1,72.2,1
Student_0279,T2_Spring,5,5.2,3,3,1,80.9,0
Student_0279,T2_Spring,6,4.6,3,3,1,83.8,0
Student_0280,T2_Spring,1,4.8,4,3,1,61.2,0
Student_0280,T2_Spring,2,4.6,5,4,1,70.0,0
Student_0280,T2_Spring,3,3.0,3,2,0,78.3,1
Student_0280,T2_Spring,4,4.2,2,2,1,72.2,1
Student_0280,T2_Spring,5,4.2,3,2,0,76.1,1
