Student_ID,Program_ID,Entry_Type,Academic_Level,Credits_Completed,Current_GPA,Maximum_Recommended_Credits
Student_0535,Program_B,First_Year,3,56,2.29,15
Student_0536,Program_B,Transfer,4,95,2.54,15
Student_0537,Program_A,First_Year,2,53,2.71,18
Student_0538,Program_A,First_Year,3,81,2.64,18
Student_0539,Program_D,First_Year,2,32,2.35,15
Student_0540,Program_B,First_Year,1,21,2.36,15
Student_0541,Program_D,First_Year,1,18,3.21,18
Student_0542,Program_B,Transfer,2,54,2.44,18
Student_0543,Program_B,Transfer,1,11,3.73,15
Student_0544,Program_C,First_Year,3,78,2.81,15
Student_0545,Program_C,First_Year,2,30,1.88,15
Student_0546,Program_A,First_Year,2,34,2.55,18
Student_0547,Program_B,First_Year,3,65,2.41,12
Student_0548,Program_A,First_Year,3,62,2.26,18
Student_0549,Program_C,First_Year,3,80,2.76,15
Student_0550,Program_A,First_Year,1,20,2.46,12
Student_0551,Program_D,First_Year,1,23,2.21,12
Student_0552,Program_B,First_Year,4,88,2.75,15
Student_0553,Program_C,Transfer,1,27,2.88,15
Student_0554,Program_B,Transfer,2,42,3.24,12
Student_0555,Program_B,Transfer,3,76,2.92,15
Student_0556,Program_C,First_Year,2,30,2.31,18
Student_0557,Program_D,First_Year,3,56,2.63,15
Student_0558,Program_D,Transfer,3,60,2.74,18
Student_0559,Program_A,First_Year,1,19,2.81,15
Student_0560,Program_B,First_Year,1,2,2.99,15
Student_0561,Program_A,First_Year,4,102,2.48,18
Student_0562,Program_A,First_Year,1,21,2.67,12
Student_0563,Program_D,First_Year,4,90,2.85,18
Student_0564,Program_D,First_Year,1,8,2.71,12
Student_0565,Program_C,First_Year,1,7,2.74,15
Student_0566,Program_B,Transfer,3,78,2.34,15
Student_0567,Program_A,First_Year,3,72,2.76,15
Student_0568,Program_B,First_Year,4,107,2.58,15
Student_0569,Program_C,First_Year,1,15,2.75,12
Student_0570,Program_D,First_Year,3,60,2.36,15
Student_0571,Program_B,First_Year,2,50,2.61,15
Student_0572,Program_C,First_Year,1,2,2.1,12
Student_0573,Program_C,Transfer,3,63,2.41,15
Student_0574,Program_D,First_Year,3,57,3.46,15
Student_0575,Program_D,Transfer,2,44,2.81,15
Student_0576,Program_C,Transfer,3,57,2.56,15
Student_0577,Program_A,First_Year,1,6,2.18,15
Student_0578,Program_A,First_Year,1,2,3.15,15
Student_0579,Program_C,First_Year,1,25,3.32,15
Student_0580,Program_A,First_Year,3,77,2.27,15
Student_0581,Program_B,First_Year,3,69,3.16,15
Student_0582,Program_D,First_Year,4,83,2.28,15
Student_0583,Program_C,First_Year,2,42,3.22,15
Student_0584,Program_A,First_Year,1,11,2.43,15
Student_0585,Program_B,First_Year,3,80,2.98,18
Student_0586,Program_A,First_Year,3,60,3.17,15
Student_0587,Program_C,Transfer,1,9,2.64,15
Student_0588,Program_A,Transfer,1,12,2.46,15
Student_0589,Program_D,Transfer,3,80,3.5,15
Student_0590,Program_A,First_Year,4,100,3.39,15
Student_0591,Program_A,First_Year,1,2,2.69,15
Student_0592,Program_A,First_Year,3,70,3.08,15
Student_0593,Program_A,First_Year,2,48,3.31,18
Student_0594,Program_D,First_Year,4,89,2.32,15
Student_0595,Program_C,First_Year,2,32,2.63,15
Student_0596,Program_C,Transfer,3,64,2.27,18
Student_0597,Program_A,First_Year,2,35,3.3,15
Student_0598,Program_A,Transfer,2,46,2.73,18
Student_0599,Program_A,Transfer,4,103,3.76,15
Student_0600,Program_D,Transfer,2,31,2.41,15
Student_0601,Program_A,First_Year,2,37,3.28,18
Student_0602,Program_B,First_Year,2,48,2.72,15
Student_0603,Program_B,First_Year,3,61,3.1,15
Student_0604,Program_D,First_Year,2,43,1.95,12
Student_0605,Program_D,First_Year,2,45,3.32,12
Student_0606,Program_B,First_Year,1,22,2.59,15
Student_0607,Program_D,First_Year,3,79,2.95,15
Student_0608,Program_C,First_Year,3,78,3.23,15
Student_0609,Program_A,Transfer,4,97,2.87,15
Student_0610,Program_D,Transfer,1,3,3.2,12
Student_0611,Program_D,First_Year,3,81,2.62,15
Student_0612,Program_D,Transfer,3,60,3.09,18
Student_0613,Program_A,Transfer,1,0,1.99,18
Student_0614,Program_C,First_Year,1,19,2.72,15
Student_0615,Program_A,First_Year,3,81,2.59,15
Student_0616,Program_D,First_Year,3,63,3.01,15
Student_0617,Program_B,Transfer,4,103,2.66,12
Student_0618,Program_B,Transfer,2,39,2.71,15
Student_0619,Program_C,Transfer,3,80,2.66,15
Student_0620,Program_A,First_Year,3,70,2.2,15
Student_0621,Program_C,Transfer,3,63,2.29,12
Student_0622,Program_B,First_Year,2,27,2.15,15
Student_0623,Program_D,First_Year,3,66,2.76,12
Student_0624,Program_A,First_Year,2,29,2.62,15
Student_0625,Program_B,Transfer,3,66,2.89,18
Student_0626,Program_B,First_Year,3,76,3.07,15
Student_0627,Program_C,Transfer,2,36,2.48,15
Student_0628,Program_B,First_Year,1,14,2.45,15
Student_0629,Program_A,First_Year,1,14,3.13,15
Student_0630,Program_D,Transfer,3,57,2.45,12
Student_0631,Program_C,First_Year,4,92,2.6,15
Student_0632,Program_D,First_Year,4,89,2.11,18
Student_0633,Program_A,First_Year,3,74,3.09,15
Student_0634,Program_A,Transfer,2,48,2.81,12
Student_0635,Program_D,First_Year,4,91,2.71,15
Student_0636,Program_C,First_Year,2,37,2.64,15
Student_0637,Program_B,First_Year,2,47,2.54,15
Student_0638,Program_D,First_Year,1,4,2.74,15
Student_0639,Program_D,Transfer,1,20,2.92,18
Student_0640,Program_B,First_Year,2,32,2.38,15
Student_0641,Program_C,First_Year,4,95,3.2,15
Student_0642,Program_B,Transfer,4,106,2.4,15
Student_0643,Program_C,First_Year,4,106,3.0,15
Student_0644,Program_B,First_Year,4,88,2.32,18
Student_0645,Program_C,First_Year,2,38,2.28,15
Student_0646,Program_D,First_Year,3,76,2.35,15
Student_0647,Program_C,First_Year,3,80,2.68,12
Student_0648,Program_D,First_Year,4,93,2.8,15
Student_0649,Program_A,First_Year,4,102,2.96,15
Student_0650,Program_C,Transfer,3,73,1.95,15
Student_0651,Program_B,First_Year,2,36,2.94,15
Student_0652,Program_A,First_Year,2,53,3.11,18
Student_0653,Program_C,First_Year,2,31,2.88,15
Student_0654,Program_C,First_Year,2,32,2.54,18
Student_0655,Program_A,First_Year,4,82,1.77,15
Student_0656,Program_D,Transfer,1,18,3.36,15
Student_0657,Program_B,Transfer,2,30,2.54,15
Student_0658,Program_B,First_Year,1,26,3.43,18
Student_0659,Program_A,First_Year,4,100,3.12,15
Student_0660,Program_C,First_Year,2,36,3.21,15
Student_0661,Program_D,Transfer,3,65,2.42,12
Student_0662,Program_B,Transfer,3,58,2.57,18
Student_0663,Program_C,First_Year,4,88,3.06,18
Student_0664,Program_D,Transfer,3,70,2.68,15
Student_0665,Program_D,First_Year,3,58,3.17,15
Student_0666,Program_C,First_Year,4,92,2.62,15
Student_0667,Program_C,First_Year,4,98,1.83,15
Student_0668,Program_C,First_Year,3,62,1.73,15
Student_0669,Program_A,Transfer,2,46,2.51,15
Student_0670,Program_A,First_Year,3,78,2.16,18
Student_0671,Program_A,First_Year,2,29,3.27,15
Student_0672,Program_C,Transfer,4,84,2.99,15
Student_0673,Program_A,Transfer,3,67,2.68,15
Student_0674,Program_A,Transfer,4,106,2.25,12
Student_0675,Program_A,Transfer,2,51,3.07,15
Student_0676,Program_A,First_Year,3,54,2.67,15
Student_0677,Program_A,First_Year,1,13,2.68,18
Student_0678,Program_D,First_Year,2,36,1.92,18
Student_0679,Program_B,Transfer,2,43,2.58,15
Student_0680,Program_A,Transfer,1,25,2.41,15
Student_0681,Program_A,First_Year,4,82,2.84,12
Student_0682,Program_B,First_Year,2,47,1.95,18
Student_0683,Program_D,Transfer,2,50,3.05,18
Student_0684,Program_A,Transfer,2,54,3.11,12
Student_0685,Program_C,First_Year,2,47,2.43,18
Student_0686,Program_B,First_Year,4,106,2.61,15
Student_0687,Program_B,First_Year,1,11,3.36,18
Student_0688,Program_A,First_Year,2,35,2.84,18
Student_0689,Program_C,Transfer,1,3,2.39,15
Student_0690,Program_B,First_Year,3,81,3.12,18
Student_0691,Program_B,Transfer,4,88,2.83,18
Student_0692,Program_A,First_Year,1,9,2.99,15
Student_0693,Program_B,First_Year,3,64,3.49,15
Student_0694,Program_A,Transfer,3,56,2.91,15
Student_0695,Program_C,First_Year,1,2,2.66,15
Student_0696,Program_D,Transfer,4,86,2.68,15
Student_0697,Program_A,Transfer,3,62,2.74,18
Student_0698,Program_B,First_Year,2,30,2.17,18
Student_0699,Program_C,Transfer,1,10,2.82,18
Student_0700,Program_B,Transfer,1,21,3.34,15
Student_0701,Program_D,First_Year,2,48,2.01,18
Student_0702,Program_A,First_Year,3,59,2.27,15
Student_0703,Program_A,First_Year,2,48,3.01,18
Student_0704,Program_C,Transfer,3,74,2.64,18
Student_0705,Program_B,First_Year,4,93,2.54,15
Student_0706,Program_B,First_Year,4,103,1.79,18
Student_0707,Program_C,First_Year,1,21,2.13,18
Student_0708,Program_B,First_Year,4,94,1.89,18
Student_0709,Program_A,First_Year,1,3,3.25,15
Student_0710,Program_D,First_Year,4,83,3.09,18
Student_0711,Program_D,First_Year,2,34,2.86,15
Student_0712,Program_A,First_Year,4,103,2.23,15
Student_0713,Program_A,Transfer,4,97,2.91,12
Student_0714,Program_A,First_Year,2,40,2.46,15
Student_0715,Program_A,First_Year,2,36,2.85,15
Student_0716,Program_B,First_Year,3,78,2.18,12
Student_0717,Program_D,First_Year,4,84,2.81,18
Student_0718,Program_A,Transfer,4,94,3.46,15
Student_0719,Program_D,First_Year,3,66,3.37,15
Student_0720,Program_B,First_Year,2,54,2.87,18
Student_0721,Program_C,First_Year,3,81,3.0,15
Student_0722,Program_A,Transfer,1,23,2.85,15
Student_0723,Program_A,First_Year,3,73,3.24,15
Student_0724,Program_C,Transfer,4,89,2.72,15
Student_0725,Program_C,Transfer,4,100,3.44,15
Student_0726,Program_B,Transfer,1,15,1.88,15
Student_0727,Program_D,First_Year,3,64,2.85,15
Student_0728,Program_B,First_Year,1,26,3.42,18
Student_0729,Program_B,First_Year,3,62,2.45,18
Student_0730,Program_D,First_Year,4,90,3.42,15
Student_0731,Program_A,Transfer,2,54,2.75,15
Student_0732,Program_D,First_Year,3,78,3.87,15
Student_0733,Program_A,Transfer,1,24,2.8,15
Student_0734,Program_B,First_Year,1,22,3.06,15
Student_0735,Program_C,Transfer,2,50,2.06,15
Student_0736,Program_D,Transfer,3,78,2.01,18
Student_0737,Program_C,First_Year,2,42,2.85,15
Student_0738,Program_A,First_Year,2,54,3.91,15
Student_0739,Program_B,Transfer,2,53,2.02,15
Student_0740,Program_D,First_Year,1,20,2.72,12
Student_0741,Program_A,Transfer,1,8,2.5,15
Student_0742,Program_A,First_Year,4,82,3.51,15
Student_0743,Program_C,Transfer,2,30,1.88,18
Student_0744,Program_A,Transfer,1,26,2.47,18
Student_0745,Program_A,First_Year,1,19,3.05,18
Student_0746,Program_A,First_Year,1,20,3.13,18
Student_0747,Program_C,Transfer,2,46,2.84,15
Student_0748,Program_B,First_Year,3,67,1.61,15
Student_0749,Program_A,Transfer,1,23,2.71,15
Student_0750,Program_C,First_Year,3,71,3.87,18
Student_0751,Program_B,First_Year,2,38,3.25,18
Student_0752,Program_A,Transfer,3,59,2.64,18
Student_0753,Program_D,First_Year,2,37,2.61,18
Student_0754,Program_D,First_Year,3,58,3.01,15
Student_0755,Program_C,Transfer,4,91,2.83,15
Student_0756,Program_A,Transfer,2,54,2.8,15
Student_0757,Program_C,Transfer,2,38,2.27,18
Student_0758,Program_D,First_Year,2,47,2.21,15
Student_0759,Program_A,First_Year,2,40,3.81,18
Student_0760,Program_D,First_Year,2,41,2.97,15
Student_0761,Program_B,First_Year,4,97,3.29,15
Student_0762,Program_A,First_Year,3,77,3.61,15
Student_0763,Program_C,First_Year,1,4,3.19,15
Student_0764,Program_B,First_Year,2,48,3.07,15
Student_0765,Program_C,First_Year,1,23,3.1,15
Student_0766,Program_B,First_Year,1,24,2.32,18
Student_0767,Program_A,First_Year,1,11,2.98,18
Student_0768,Program_C,First_Year,1,20,2.55,15
Student_0769,Program_C,Transfer,4,102,2.66,18
Student_0770,Program_A,First_Year,4,88,2.45,15
Student_0771,Program_D,First_Year,1,7,1.96,12
Student_0772,Program_B,Transfer,3,56,2.12,15
Student_0773,Program_C,First_Year,3,64,2.82,15
Student_0774,Program_C,Transfer,1,25,2.92,12
Student_0775,Program_B,First_Year,1,7,2.6,15
Student_0776,Program_C,First_Year,2,29,2.71,15
Student_0777,Program_D,First_Year,4,98,2.42,18
Student_0778,Program_B,First_Year,2,40,3.61,15
Student_0779,Program_C,Transfer,1,11,2.67,15
Student_0780,Program_B,First_Year,1,13,2.17,12
Student_0781,Program_B,Transfer,2,28,3.18,18
Student_0782,Program_B,First_Year,3,80,2.76,15
Student_0783,Program_C,First_Year,4,88,2.84,15
Student_0784,Program_B,First_Year,3,79,2.71,12
Student_0785,Program_D,First_Year,2,32,2.92,15
Student_0786,Program_B,First_Year,4,103,2.34,15
Student_0787,Program_C,First_Year,4,92,2.68,15
Student_0788,Program_B,Transfer,4,82,2.71,12
Student_0789,Program_D,Transfer,1,13,2.29,12
Student_0790,Program_C,Transfer,3,60,2.48,18
Student_0791,Program_B,Transfer,3,77,1.91,15
Student_0792,Program_B,First_Year,2,44,2.74,12
Student_0793,Program_C,Transfer,1,3,2.81,15
Student_0794,Program_C,Transfer,1,1,2.63,18
Student_0795,Program_B,First_Year,3,61,2.79,18
Student_0796,Program_B,First_Year,3,70,2.81,15
Student_0797,Program_B,First_Year,1,22,3.27,18
Student_0798,Program_C,Transfer,2,36,2.74,18
Student_0799,Program_C,Transfer,2,40,3.41,15
Student_0800,Program_D,Transfer,1,2,3.1,12
Student_0801,Program_C,First_Year,3,64,2.91,15
Student_0802,Program_B,First_Year,3,63,3.8,18
Student_0803,Program_B,First_Year,3,63,2.3,15
Student_0804,Program_C,Transfer,3,78,3.42,15
Student_0805,Program_C,First_Year,3,56,3.13,15
Student_0806,Program_B,First_Year,3,69,3.72,15
Student_0807,Program_C,First_Year,1,8,3.59,15
Student_0808,Program_D,First_Year,2,46,2.89,18
Student_0809,Program_C,First_Year,1,23,2.61,18
Student_0810,Program_D,Transfer,3,54,3.01,15
Student_0811,Program_C,First_Year,1,16,2.65,15
Student_0812,Program_A,First_Year,1,6,3.34,15
Student_0813,Program_C,Transfer,2,38,3.36,15
Student_0814,Program_B,First_Year,1,27,2.74,15
Student_0815,Program_C,First_Year,3,55,2.18,12
Student_0816,Program_B,First_Year,2,52,2.26,15
Student_0817,Program_A,First_Year,3,70,1.82,15
Student_0818,Program_C,First_Year,1,11,3.16,15
Student_0819,Program_C,Transfer,1,16,1.98,15
Student_0820,Program_D,Transfer,4,101,2.38,15
Student_0821,Program_A,Transfer,4,100,2.16,18
Student_0822,Program_A,First_Year,3,56,2.6,15
Student_0823,Program_B,First_Year,2,54,1.84,15
Student_0824,Program_B,First_Year,4,82,2.83,12
Student_0825,Program_B,First_Year,2,29,1.82,12
Student_0826,Program_A,First_Year,2,51,3.25,15
Student_0827,Program_D,Transfer,2,50,3.19,15
Student_0828,Program_A,First_Year,4,95,3.48,15
Student_0829,Program_C,First_Year,3,67,2.99,12
Student_0830,Program_C,First_Year,1,12,2.41,15
Student_0831,Program_B,First_Year,2,40,2.83,12
Student_0832,Program_C,First_Year,2,27,3.07,18
Student_0833,Program_B,Transfer,4,93,2.31,15
Student_0834,Program_B,First_Year,1,9,2.69,15
Student_0835,Program_D,Transfer,3,69,3.01,15
Student_0836,Program_C,First_Year,2,40,2.26,12
Student_0837,Program_C,Transfer,4,104,3.33,15
Student_0838,Program_C,First_Year,2,27,2.97,12
Student_0839,Program_A,First_Year,2,49,2.93,15
Student_0840,Program_A,First_Year,3,80,3.68,12
Student_0841,Program_B,Transfer,1,9,3.15,15
Student_0842,Program_D,First_Year,2,28,2.35,15
Student_0843,Program_C,First_Year,3,70,3.0,15
Student_0844,Program_A,Transfer,3,70,2.33,18
Student_0845,Program_C,First_Year,1,1,2.02,18
Student_0846,Program_B,Transfer,1,15,3.06,15
Student_0847,Program_D,First_Year,2,29,1.75,15
Student_0848,Program_B,Transfer,1,24,2.35,18
Student_0849,Program_A,First_Year,2,40,2.4,15
Student_0850,Program_A,Transfer,3,79,2.38,15
Student_0851,Program_D,First_Year,2,48,2.54,15
Student_0852,Program_A,First_Year,4,99,2.68,15
Student_0853,Program_B,Transfer,2,46,2.82,15
Student_0854,Program_C,First_Year,1,23,2.0,15
Student_0855,Program_B,Transfer,2,34,2.94,15
Student_0856,Program_B,First_Year,2,37,2.97,15
Student_0857,Program_D,First_Year,2,53,2.44,18
Student_0858,Program_B,First_Year,1,7,2.46,15
Student_0859,Program_A,First_Year,1,23,2.32,15
Student_0860,Program_A,First_Year,4,82,3.02,15
Student_0861,Program_A,First_Year,2,28,3.11,15
Student_0862,Program_C,First_Year,4,100,2.67,15
Student_0863,Program_A,First_Year,1,14,1.97,15
Student_0864,Program_D,Transfer,1,23,3.29,18
Student_0865,Program_C,First_Year,2,46,2.71,15
Student_0866,Program_C,First_Year,3,79,1.95,15
Student_0867,Program_D,Transfer,4,101,2.62,15
Student_0868,Program_B,First_Year,1,14,3.28,18
Student_0869,Program_B,Transfer,2,27,2.47,15
Student_0870,Program_D,First_Year,3,57,2.11,15
Student_0871,Program_B,First_Year,2,49,2.31,15
Student_0872,Program_B,First_Year,1,7,2.5,15
Student_0873,Program_B,First_Year,4,97,2.55,15
Student_0874,Program_D,First_Year,1,14,2.69,15
Student_0875,Program_A,First_Year,4,84,3.05,15
Student_0876,Program_D,Transfer,4,102,2.66,15
Student_0877,Program_A,First_Year,3,65,2.64,15
Student_0878,Program_B,Transfer,1,12,2.1,15
Student_0879,Program_B,First_Year,4,98,2.93,15
Student_0880,Program_D,First_Year,4,83,2.33,15
Student_0881,Program_C,First_Year,3,57,2.43,18
Student_0882,Program_C,First_Year,1,27,3.19,15
Student_0883,Program_B,First_Year,2,50,2.96,12
Student_0884,Program_A,Transfer,2,46,3.09,15
Student_0885,Program_C,First_Year,1,14,3.17,15
Student_0886,Program_A,First_Year,3,65,2.93,15
Student_0887,Program_C,Transfer,4,103,3.05,15
Student_0888,Program_B,First_Year,3,78,2.25,15
Student_0889,Program_A,First_Year,1,4,3.5,15
Student_0890,Program_A,First_Year,4,93,3.34,15
Student_0891,Program_D,First_Year,4,105,2.7,18
Student_0892,Program_C,First_Year,4,91,2.94,15
Student_0893,Program_A,Transfer,4,92,2.46,18
Student_0894,Program_B,First_Year,2,31,3.06,15
Student_0895,Program_B,First_Year,4,92,2.89,18
Student_0896,Program_A,First_Year,1,9,3.63,15
Student_0897,Program_B,First_Year,2,49,2.3,15
Student_0898,Program_D,First_Year,1,20,1.88,15
Student_0899,Program_A,First_Year,2,40,3.03,15
Student_0900,Program_A,First_Year,1,22,2.76,18
Student_0901,Program_B,First_Year,4,92,2.94,15
Student_0902,Program_C,First_Year,3,79,2.93,18
Student_0903,Program_A,First_Year,2,44,3.13,18
Student_0904,Program_A,First_Year,1,23,3.25,15
Student_0905,Program_C,Transfer,3,74,2.66,18
Student_0906,Program_C,Transfer,2,38,2.42,15
Student_0907,Program_D,First_Year,2,46,2.82,18
Student_0908,Program_D,First_Year,1,16,3.67,18
Student_0909,Program_D,First_Year,3,61,2.46,15
Student_0910,Program_B,First_Year,3,70,2.75,18
Student_0911,Program_D,First_Year,2,46,2.97,15
Student_0912,Program_C,Transfer,3,73,3.15,12
Student_0913,Program_D,Transfer,4,97,3.58,12
Student_0914,Program_A,Transfer,3,68,3.34,18
Student_0915,Program_D,First_Year,2,48,2.3,15
Student_0916,Program_B,First_Year,2,50,2.42,15
Student_0917,Program_B,Transfer,3,77,2.92,12
Student_0918,Program_D,First_Year,4,84,2.99,15
Student_0919,Program_A,First_Year,4,83,2.78,15
Student_0920,Program_B,First_Year,4,89,2.86,15
Student_0921,Program_C,First_Year,1,7,3.18,15
Student_0922,Program_B,Transfer,2,29,2.49,15
Student_0923,Program_C,First_Year,1,17,3.54,15
Student_0924,Program_B,Transfer,4,89,2.73,15
Student_0925,Program_B,Transfer,2,32,2.93,18
Student_0926,Program_D,First_Year,4,104,3.32,15
Student_0927,Program_D,Transfer,4,82,2.18,15
Student_0928,Program_B,First_Year,1,2,2.77,15
Student_0929,Program_B,First_Year,4,95,2.21,18
Student_0930,Program_C,First_Year,4,91,2.81,18
Student_0931,Program_D,First_Year,4,102,2.71,15
Student_0932,Program_D,First_Year,1,24,3.2,15
Student_0933,Program_C,First_Year,3,76,2.16,18
Student_0934,Program_D,Transfer,4,85,3.47,18
Student_0935,Program_C,First_Year,1,17,1.99,15
Student_0936,Program_A,First_Year,4,98,2.87,15
Student_0937,Program_C,First_Year,3,68,3.28,15
Student_0938,Program_C,First_Year,3,60,2.48,18
Student_0939,Program_D,First_Year,2,54,1.99,15
Student_0940,Program_B,First_Year,1,4,1.67,15
Student_0941,Program_D,Transfer,2,48,2.94,18
Student_0942,Program_C,First_Year,2,40,2.7,15
Student_0943,Program_D,Transfer,2,53,3.27,12
Student_0944,Program_A,First_Year,2,54,3.1,15
Student_0945,Program_D,First_Year,1,23,2.75,15
Student_0946,Program_C,First_Year,1,26,2.99,18
Student_0947,Program_A,First_Year,3,80,3.12,15
Student_0948,Program_D,Transfer,1,2,2.91,18
Student_0949,Program_C,Transfer,2,32,3.34,15
Student_0950,Program_D,Transfer,2,53,3.18,15
Student_0951,Program_D,Transfer,3,74,3.11,15
Student_0952,Program_C,Transfer,4,91,3.37,15
Student_0953,Program_D,Transfer,2,50,3.52,15
Student_0954,Program_D,First_Year,4,106,3.06,15
Student_0955,Program_D,Transfer,3,79,2.97,18
Student_0956,Program_A,First_Year,1,20,3.61,12
Student_0957,Program_C,First_Year,4,98,3.21,15
Student_0958,Program_C,Transfer,4,106,2.01,15
Student_0959,Program_A,First_Year,3,70,3.05,12
Student_0960,Program_C,First_Year,1,3,2.49,18
Student_0961,Program_B,First_Year,2,52,2.4,15
Student_0962,Program_B,First_Year,3,67,1.79,18
Student_0963,Program_B,First_Year,2,42,3.08,18
Student_0964,Program_B,First_Year,2,46,2.29,15
Student_0965,Program_D,First_Year,4,88,2.71,15
Student_0966,Program_B,Transfer,3,69,2.54,15
Student_0967,Program_C,First_Year,4,89,2.67,15
Student_0968,Program_B,Transfer,4,93,3.7,15
Student_0969,Program_A,First_Year,2,40,2.95,15
Student_0970,Program_A,First_Year,3,79,2.04,15
Student_0971,Program_C,First_Year,3,59,3.39,15
Student_0972,Program_C,Transfer,2,29,2.84,15
Student_0973,Program_C,First_Year,3,70,2.6,15
Student_0974,Program_C,First_Year,4,105,2.95,12
Student_0975,Program_B,First_Year,1,15,2.75,18
Student_0976,Program_B,First_Year,2,31,2.68,15
Student_0977,Program_D,Transfer,2,45,3.0,15
Student_0978,Program_A,First_Year,3,59,2.26,15
Student_0979,Program_A,Transfer,3,55,2.46,15
Student_0980,Program_B,First_Year,1,5,3.2,15
Student_0981,Program_A,Transfer,2,48,3.06,15
Student_0982,Program_D,First_Year,3,70,2.75,15
Student_0983,Program_A,First_Year,4,99,2.17,15
Student_0984,Program_B,First_Year,2,37,3.4,15
Student_0985,Program_A,Transfer,3,57,3.47,12
Student_0986,Program_A,Transfer,2,44,3.7,12
Student_0987,Program_B,First_Year,4,84,2.25,18
Student_0988,Program_C,First_Year,2,47,2.56,15
Student_0989,Program_B,First_Year,1,16,2.34,18
Student_0990,Program_A,First_Year,2,33,3.58,15
Student_0991,Program_D,Transfer,4,93,3.03,15
Student_0992,Program_A,First_Year,3,78,3.62,15
Student_0993,Program_A,First_Year,1,9,2.3,12
Student_0994,Program_B,Transfer,1,3,2.8,15
Student_0995,Program_D,First_Year,3,77,2.48,18
Student_0996,Program_A,First_Year,2,33,2.56,15
Student_0997,Program_A,Transfer,2,50,2.45,15
Student_0998,Program_A,First_Year,4,82,2.45,15
Student_0999,Program_C,First_Year,3,73,2.74,15
Student_1000,Program_D,Transfer,4,99,3.14,12
Student_1001,Program_A,First_Year,2,43,2.18,15
Student_1002,Program_A,First_Year,3,60,2.87,18
Student_1003,Program_C,First_Year,4,105,2.75,15
Student_1004,Program_A,First_Year,2,53,2.08,18
Student_1005,Program_D,First_Year,3,69,3.13,18
Student_1006,Program_B,First_Year,1,10,1.96,15
Student_1007,Program_C,First_Year,2,42,2.68,15
Student_1008,Program_A,First_Year,3,60,2.67,15
Student_1009,Program_C,Transfer,4,98,2.92,18
Student_1010,Program_A,Transfer,2,35,3.71,15
Student_1011,Program_B,First_Year,3,56,3.65,18
Student_1012,Program_B,First_Year,3,59,2.55,15
Student_1013,Program_A,First_Year,1,15,2.68,15
Student_1014,Program_D,First_Year,3,75,2.71,15
Student_1015,Program_A,Transfer,2,42,3.06,18
Student_1016,Program_A,First_Year,1,22,2.98,18
Student_1017,Program_D,Transfer,1,22,2.61,15
Student_1018,Program_C,First_Year,2,46,2.04,12
Student_1019,Program_D,Transfer,4,87,2.91,15
Student_1020,Program_C,First_Year,3,59,3.53,18
Student_1021,Program_D,First_Year,2,54,2.23,15
Student_1022,Program_D,Transfer,1,10,2.01,15
Student_1023,Program_A,Transfer,2,46,2.38,15
Student_1024,Program_C,Transfer,3,60,2.02,15
Student_1025,Program_D,First_Year,1,3,2.3,15
Student_1026,Program_D,First_Year,2,33,2.9,15
Student_1027,Program_C,First_Year,2,52,3.31,18
Student_1028,Program_D,First_Year,3,76,2.33,18
Student_1029,Program_C,Transfer,4,91,3.76,15
Student_1030,Program_A,Transfer,4,101,2.65,15
Student_1031,Program_B,First_Year,2,31,2.19,18
Student_1032,Program_B,First_Year,2,37,2.59,15
Student_1033,Program_A,First_Year,4,99,2.84,18
Student_1034,Program_C,First_Year,4,93,1.93,15
Student_1035,Program_A,Transfer,4,98,3.78,18
Student_1036,Program_D,Transfer,3,77,3.1,18
Student_1037,Program_B,First_Year,3,70,2.68,18
Student_1038,Program_C,Transfer,4,95,3.34,15
Student_1039,Program_A,Transfer,2,44,2.74,15
Student_1040,Program_A,First_Year,1,8,3.05,15
Student_1041,Program_D,First_Year,3,78,3.65,15
Student_1042,Program_B,Transfer,4,96,3.18,15
Student_1043,Program_A,Transfer,3,79,3.28,15
Student_1044,Program_D,First_Year,2,39,3.24,18
Student_1045,Program_D,Transfer,4,97,3.09,15
Student_1046,Program_C,Transfer,2,31,3.28,15
Student_1047,Program_A,First_Year,2,30,3.04,12
Student_1048,Program_D,First_Year,4,96,1.99,18
Student_1049,Program_A,First_Year,1,23,2.92,15
Student_1050,Program_B,First_Year,2,29,3.27,18
Student_1051,Program_A,First_Year,4,99,2.93,12
Student_1052,Program_D,First_Year,4,97,2.53,15
Student_1053,Program_C,First_Year,4,86,2.84,15
Student_1054,Program_A,Transfer,4,89,3.31,15
Student_1055,Program_D,First_Year,4,94,3.01,18
Student_1056,Program_A,First_Year,2,34,2.89,12
Student_1057,Program_D,First_Year,2,34,2.83,15
Student_1058,Program_D,First_Year,3,65,2.92,15
Student_1059,Program_A,Transfer,1,11,3.19,15
Student_1060,Program_C,Transfer,2,32,2.89,18
Student_1061,Program_A,Transfer,3,78,2.86,15
Student_1062,Program_A,Transfer,3,66,2.52,18
Student_1063,Program_B,First_Year,4,84,2.52,15
Student_1064,Program_A,First_Year,1,24,3.63,15
Student_1065,Program_D,First_Year,4,82,3.1,15
Student_1066,Program_A,Transfer,4,83,3.26,18
Student_1067,Program_A,Transfer,2,44,3.5,15
Student_1068,Program_A,Transfer,3,74,2.37,18
Student_1069,Program_B,Transfer,1,17,2.64,18
Student_1070,Program_C,First_Year,1,12,3.62,15
