Student_ID,Observation_Term,Program_ID,Entry_Type,Academic_Level,Credits_Completed,Prior_Term_GPA,GPA_Change,Course_Pass_Rate_Last_2_Terms,Failed_Courses_Last_2_Terms,Withdrawals_Last_2_Terms,Current_Course_Load_Credits,LMS_Login_Days_4wk,Assignment_Submission_Rate_4wk,Late_Assignment_Rate_4wk,Average_Assignment_Score_4wk,Days_Since_Last_LMS_Activity
Student_0552,T5_Fall,Program_B,First_Year,4,88,2.77,-0.15,0.944,0,1,18,3.77,0.854,0.234,77.3,0
Student_0553,T5_Fall,Program_C,Transfer,1,27,2.87,-0.26,0.778,0,0,15,3.49,0.678,0.234,80.6,2
Student_0554,T5_Fall,Program_B,Transfer,2,42,3.47,0.13,0.933,0,0,15,3.08,0.743,0.18,65.2,0
Student_0555,T5_Fall,Program_B,Transfer,3,76,2.82,0.04,0.691,1,0,15,2.17,0.743,0.334,64.6,6
Student_0556,T5_Fall,Program_C,First_Year,2,30,2.66,-0.19,0.703,1,0,15,2.73,0.846,0.255,58.2,5
Student_0557,T5_Fall,Program_D,First_Year,3,56,2.8,-0.26,0.868,0,0,12,1.43,0.763,0.227,72.8,2
Student_0558,T5_Fall,Program_D,Transfer,3,60,2.59,-0.09,0.812,0,1,18,5.34,0.83,0.105,89.1,0
Student_0559,T5_Fall,Program_A,First_Year,1,19,3.06,0.4,0.568,2,1,18,3.39,0.68,0.255,74.9,2
Student_0560,T5_Fall,Program_B,First_Year,1,2,2.96,0.43,0.718,2,0,12,3.35,1.0,0.189,87.3,2
Student_0561,T5_Fall,Program_A,First_Year,4,102,2.55,0.78,0.759,1,0,12,4.23,0.868,0.208,88.9,2
Student_0562,T5_Fall,Program_A,First_Year,1,21,2.69,-0.35,0.827,0,0,12,1.13,0.574,0.311,73.8,1
Student_0563,T5_Fall,Program_D,First_Year,4,90,2.93,0.17,0.81,0,0,15,5.31,0.909,0.255,88.2,0
Student_0564,T5_Fall,Program_D,First_Year,1,8,2.65,-0.28,0.803,0,3,18,5.13,0.781,0.256,86.9,3
Student_0565,T5_Fall,Program_C,First_Year,1,7,2.65,-0.85,0.886,0,0,15,4.17,0.833,0.249,70.4,1
Student_0566,T5_Fall,Program_B,Transfer,3,78,2.51,0.24,0.852,0,2,12,3.95,0.948,0.129,92.4,3
Student_0567,T5_Fall,Program_A,First_Year,3,72,2.65,0.06,0.889,0,1,12,3.76,0.993,0.129,61.8,3
Student_0568,T5_Fall,Program_B,First_Year,4,107,2.82,0.25,0.812,1,0,18,3.65,0.89,0.213,86.2,1
Student_0569,T5_Fall,Program_C,First_Year,1,15,2.79,0.44,0.802,1,1,18,3.96,0.805,0.211,84.1,0
Student_0570,T5_Fall,Program_D,First_Year,3,60,2.35,0.42,0.757,0,0,12,2.12,1.0,0.202,63.8,6
Student_0571,T5_Fall,Program_B,First_Year,2,50,2.88,-0.09,0.783,1,1,15,2.73,0.827,0.201,86.1,1
Student_0572,T5_Fall,Program_C,First_Year,1,2,2.33,1.0,0.803,0,0,12,5.13,1.0,0.0,77.5,0
Student_0573,T5_Fall,Program_C,Transfer,3,63,2.15,-0.01,0.933,0,0,15,5.31,0.984,0.185,90.0,0
Student_0574,T5_Fall,Program_D,First_Year,3,57,3.54,-0.09,1.0,0,1,15,3.61,0.738,0.312,88.6,3
Student_0575,T5_Fall,Program_D,Transfer,2,44,2.85,-0.46,0.8,0,0,15,1.61,0.803,0.326,72.3,2
Student_0576,T5_Fall,Program_C,Transfer,3,57,2.54,0.21,0.774,2,0,15,3.39,1.0,0.138,72.5,5
Student_0577,T5_Fall,Program_A,First_Year,1,6,2.13,0.35,0.765,0,0,9,3.82,0.842,0.205,65.6,2
Student_0578,T5_Fall,Program_A,First_Year,1,2,3.03,-0.02,0.953,0,0,15,5.58,1.0,0.122,90.8,0
Student_0579,T5_Fall,Program_C,First_Year,1,25,3.34,-0.37,0.994,0,0,15,2.79,0.811,0.301,96.7,2
Student_0580,T5_Fall,Program_A,First_Year,3,77,2.32,0.49,0.906,0,0,12,3.89,0.738,0.17,80.3,3
Student_0581,T5_Fall,Program_B,First_Year,3,69,3.02,0.37,0.986,0,0,12,3.05,0.901,0.153,90.0,4
Student_0582,T5_Fall,Program_D,First_Year,4,83,2.17,0.28,0.804,0,0,18,3.1,0.898,0.255,70.6,4
Student_0583,T5_Fall,Program_C,First_Year,2,42,3.1,-0.21,0.782,1,1,15,3.27,0.85,0.206,100.0,2
Student_0584,T5_Fall,Program_A,First_Year,1,11,2.58,-0.37,0.825,0,0,15,2.63,0.801,0.198,63.7,0
Student_0585,T5_Fall,Program_B,First_Year,3,80,2.85,1.0,0.926,0,1,15,5.53,1.0,0.0,99.1,3
Student_0586,T5_Fall,Program_A,First_Year,3,60,3.28,-0.25,0.781,1,0,15,3.88,0.816,0.27,87.2,2
Student_0587,T5_Fall,Program_C,Transfer,1,9,2.7,-0.33,0.881,0,0,15,4.48,0.82,0.191,78.2,1
Student_0588,T5_Fall,Program_A,Transfer,1,12,2.05,0.35,0.877,0,0,15,3.97,0.946,0.026,82.9,3
Student_0589,T5_Fall,Program_D,Transfer,3,80,3.42,0.57,0.996,0,1,15,3.68,1.0,0.054,93.5,6
Student_0590,T5_Fall,Program_A,First_Year,4,100,3.25,-0.4,0.789,1,1,15,3.55,0.783,0.257,77.4,4
Student_0591,T5_Fall,Program_A,First_Year,1,2,2.69,0.1,1.0,0,0,15,5.74,0.94,0.109,88.1,0
Student_0592,T5_Fall,Program_A,First_Year,3,70,3.4,0.07,0.977,0,0,15,5.52,1.0,0.0,86.6,3
Student_0593,T5_Fall,Program_A,First_Year,2,48,3.3,-0.29,0.885,0,0,12,5.97,1.0,0.137,96.6,3
Student_0594,T5_Fall,Program_D,First_Year,4,89,2.25,-0.13,0.814,0,1,12,2.32,0.799,0.306,80.1,7
Student_0595,T5_Fall,Program_C,First_Year,2,32,2.64,0.27,0.876,0,0,12,4.11,1.0,0.13,66.7,0
Student_0596,T5_Fall,Program_C,Transfer,3,64,2.11,0.0,0.657,2,1,15,5.55,0.897,0.139,55.0,4
Student_0597,T5_Fall,Program_A,First_Year,2,35,3.31,-0.11,0.933,0,1,15,4.09,0.912,0.119,87.4,3
Student_0598,T5_Fall,Program_A,Transfer,2,46,2.66,0.74,0.78,0,0,15,3.76,0.988,0.173,71.4,0
Student_0599,T5_Fall,Program_A,Transfer,4,103,3.38,-0.05,1.0,0,0,12,4.29,0.75,0.267,86.0,3
Student_0600,T5_Fall,Program_D,Transfer,2,31,2.04,0.26,0.716,1,1,15,4.44,0.746,0.308,78.6,1
Student_0601,T5_Fall,Program_A,First_Year,2,37,3.45,0.57,0.913,0,0,12,5.66,1.0,0.132,76.7,2
Student_0602,T5_Fall,Program_B,First_Year,2,48,2.81,-0.66,0.921,0,0,12,3.76,0.904,0.105,68.5,4
Student_0603,T5_Fall,Program_B,First_Year,3,61,2.93,0.01,0.796,1,0,15,3.05,0.941,0.167,63.1,2
Student_0604,T5_Fall,Program_D,First_Year,2,43,1.67,0.26,0.493,3,0,12,4.37,0.834,0.006,72.9,3
Student_0605,T5_Fall,Program_D,First_Year,2,45,3.46,-0.4,0.941,0,1,12,4.65,0.805,0.187,97.3,2
Student_0606,T5_Fall,Program_B,First_Year,1,22,2.55,-0.3,0.719,1,1,12,3.35,0.714,0.228,68.5,2
Student_0607,T5_Fall,Program_D,First_Year,3,79,2.84,0.13,0.838,0,0,15,4.93,0.849,0.22,97.3,1
Student_0608,T5_Fall,Program_C,First_Year,3,78,3.04,-0.41,0.97,0,1,15,3.79,0.922,0.191,80.0,4
Student_0609,T5_Fall,Program_A,Transfer,4,97,3.09,0.13,0.848,0,1,18,4.64,0.83,0.098,80.6,2
Student_0610,T5_Fall,Program_D,Transfer,1,3,2.97,0.02,0.914,0,0,9,2.67,0.7,0.345,80.0,3
Student_0611,T5_Fall,Program_D,First_Year,3,81,2.69,0.66,0.889,0,0,15,1.32,0.788,0.229,86.2,4
Student_0612,T5_Fall,Program_D,Transfer,3,60,3.04,-0.27,0.968,0,1,9,3.93,0.81,0.155,94.1,2
Student_0613,T5_Fall,Program_A,Transfer,1,0,2.31,-0.43,0.777,0,0,12,1.78,0.831,0.209,46.1,4
Student_0614,T5_Fall,Program_C,First_Year,1,19,2.52,0.0,0.773,1,0,12,4.4,0.88,0.159,67.1,3
Student_0615,T5_Fall,Program_A,First_Year,3,81,2.78,0.19,0.79,1,0,15,3.38,0.794,0.211,91.3,1
Student_0616,T5_Fall,Program_D,First_Year,3,63,2.95,0.39,0.96,0,0,15,4.65,0.943,0.011,86.5,1
Student_0617,T5_Fall,Program_B,Transfer,4,103,2.65,-0.06,0.886,0,0,12,2.51,0.988,0.166,68.7,2
Student_0618,T5_Fall,Program_B,Transfer,2,39,2.68,0.34,0.893,0,1,15,5.97,0.962,0.135,77.2,0
Student_0619,T5_Fall,Program_C,Transfer,3,80,2.45,-0.38,0.795,1,1,12,6.25,0.924,0.208,85.6,0
Student_0620,T5_Fall,Program_A,First_Year,3,70,2.04,-0.28,0.951,0,0,12,3.51,1.0,0.048,78.7,4
Student_0621,T5_Fall,Program_C,Transfer,3,63,2.62,-0.07,0.796,1,0,12,4.28,0.845,0.299,74.7,3
Student_0622,T5_Fall,Program_B,First_Year,2,27,2.06,-0.15,0.727,1,0,15,5.23,0.849,0.107,65.9,0
Student_0623,T5_Fall,Program_D,First_Year,3,66,2.78,0.14,0.786,1,0,12,3.71,0.886,0.324,75.5,2
Student_0624,T5_Fall,Program_A,First_Year,2,29,2.53,-0.13,0.835,0,0,12,3.84,0.891,0.226,73.6,6
Student_0625,T5_Fall,Program_B,Transfer,3,66,3.14,-0.02,0.912,1,0,15,4.69,0.931,0.024,78.6,1
Student_0626,T5_Fall,Program_B,First_Year,3,76,3.32,-0.03,0.926,0,0,12,2.85,0.735,0.137,91.0,2
Student_0627,T5_Fall,Program_C,Transfer,2,36,2.37,-0.65,0.809,0,0,12,5.09,0.823,0.135,77.8,5
Student_0628,T5_Fall,Program_B,First_Year,1,14,2.36,-0.13,0.901,0,1,18,3.45,0.846,0.18,87.7,2
Student_0629,T5_Fall,Program_A,First_Year,1,14,3.19,1.0,0.912,1,0,9,5.85,1.0,0.005,75.4,1
Student_0630,T5_Fall,Program_D,Transfer,3,57,2.36,0.24,0.94,0,0,15,5.7,0.884,0.117,81.8,0
Student_0631,T5_Fall,Program_C,First_Year,4,92,2.51,-0.72,0.706,1,0,9,4.05,0.919,0.237,68.4,0
Student_0632,T5_Fall,Program_D,First_Year,4,89,2.05,0.03,0.761,0,0,12,4.79,0.755,0.283,67.4,1
Student_0633,T5_Fall,Program_A,First_Year,3,74,2.95,0.2,0.706,2,3,15,4.89,0.816,0.153,100.0,0
Student_0634,T5_Fall,Program_A,Transfer,2,48,2.91,0.14,0.797,0,0,15,2.67,0.822,0.142,75.5,3
Student_0635,T5_Fall,Program_D,First_Year,4,91,2.72,-0.04,0.903,0,1,15,3.89,0.879,0.088,85.4,2
Student_0636,T5_Fall,Program_C,First_Year,2,37,2.95,-0.25,0.747,1,0,12,1.68,0.64,0.317,71.8,5
Student_0637,T5_Fall,Program_B,First_Year,2,47,2.45,-0.24,0.933,0,3,15,3.89,0.805,0.244,78.6,3
Student_0638,T5_Fall,Program_D,First_Year,1,4,2.73,0.91,0.864,0,0,12,4.35,0.824,0.192,77.5,1
Student_0639,T5_Fall,Program_D,Transfer,1,20,3.03,-0.22,0.825,1,0,18,5.36,0.801,0.151,75.1,1
Student_0640,T5_Fall,Program_B,First_Year,2,32,2.49,-0.66,0.771,0,2,12,5.21,0.811,0.297,70.6,4
Student_0641,T5_Fall,Program_C,First_Year,4,95,3.05,-0.21,0.785,0,1,9,5.03,1.0,0.044,92.6,0
Student_0642,T5_Fall,Program_B,Transfer,4,106,2.45,0.05,0.613,2,2,9,3.34,0.862,0.217,50.4,0
Student_0643,T5_Fall,Program_C,First_Year,4,106,3.05,-0.13,0.733,1,0,15,4.71,0.908,0.154,79.8,1
Student_0644,T5_Fall,Program_B,First_Year,4,88,2.44,-1.53,0.849,0,0,15,3.21,0.741,0.29,56.7,1
Student_0645,T5_Fall,Program_C,First_Year,2,38,2.3,-0.3,0.67,1,0,15,3.43,0.808,0.221,64.5,3
Student_0646,T5_Fall,Program_D,First_Year,3,76,2.65,-0.22,0.806,0,1,12,2.24,0.833,0.249,68.6,5
Student_0647,T5_Fall,Program_C,First_Year,3,80,2.65,-0.2,1.0,0,0,18,6.49,0.999,0.0,93.6,4
Student_0648,T5_Fall,Program_D,First_Year,4,93,2.7,0.12,0.658,2,0,15,5.47,0.94,0.254,74.4,0
Student_0649,T5_Fall,Program_A,First_Year,4,102,3.28,-0.0,0.757,1,0,15,3.64,0.957,0.165,62.0,3
Student_0650,T5_Fall,Program_C,Transfer,3,73,1.84,0.03,0.866,0,1,15,3.01,0.817,0.33,64.8,2
Student_0651,T5_Fall,Program_B,First_Year,2,36,3.08,-0.2,0.869,0,0,15,1.9,0.7,0.208,84.4,2
Student_0652,T5_Fall,Program_A,First_Year,2,53,2.88,-0.17,0.835,0,0,15,3.86,0.939,0.191,70.4,1
Student_0653,T5_Fall,Program_C,First_Year,2,31,2.72,-0.44,0.798,1,0,18,4.16,0.97,0.042,70.7,1
Student_0654,T5_Fall,Program_C,First_Year,2,32,2.19,-0.17,0.758,1,1,12,4.07,0.825,0.233,64.9,0
Student_0655,T5_Fall,Program_A,First_Year,4,82,1.63,0.15,0.67,0,0,12,4.53,0.847,0.275,61.4,1
Student_0656,T5_Fall,Program_D,Transfer,1,18,3.35,0.09,0.974,0,1,12,4.38,0.89,0.158,77.9,2
Student_0657,T5_Fall,Program_B,Transfer,2,30,2.41,-0.29,0.527,2,0,12,3.7,0.718,0.257,72.3,1
Student_0658,T5_Fall,Program_B,First_Year,1,26,3.65,-0.21,0.946,0,1,12,3.91,0.866,0.117,81.1,5
Student_0659,T5_Fall,Program_A,First_Year,4,100,3.32,0.22,0.897,0,0,18,4.73,0.951,0.145,85.0,0
Student_0660,T5_Fall,Program_C,First_Year,2,36,2.93,-0.22,0.957,0,0,12,3.78,1.0,0.135,77.9,2
Student_0661,T5_Fall,Program_D,Transfer,3,65,2.44,1.0,0.69,1,1,15,4.83,0.877,0.265,78.2,1
Student_0662,T5_Fall,Program_B,Transfer,3,58,2.66,-0.3,0.916,0,1,15,3.29,0.723,0.241,82.8,3
Student_0663,T5_Fall,Program_C,First_Year,4,88,3.05,0.04,0.74,1,0,12,3.21,0.859,0.088,90.4,3
Student_0664,T5_Fall,Program_D,Transfer,3,70,2.49,-0.35,0.991,0,1,15,3.15,0.793,0.256,75.4,0
Student_0665,T5_Fall,Program_D,First_Year,3,58,3.3,-0.16,0.912,0,0,15,3.98,0.946,0.199,76.1,0
Student_0666,T5_Fall,Program_C,First_Year,4,92,2.34,-0.3,0.876,0,1,9,3.32,0.89,0.167,77.1,4
Student_0667,T5_Fall,Program_C,First_Year,4,98,1.61,-0.08,0.95,0,0,15,4.07,0.929,0.16,74.2,2
Student_0668,T5_Fall,Program_C,First_Year,3,62,1.59,0.11,0.815,0,0,12,4.62,0.932,0.107,93.2,1
Student_0669,T5_Fall,Program_A,Transfer,2,46,2.15,0.1,0.778,1,0,15,2.94,0.851,0.258,75.5,3
Student_0670,T5_Fall,Program_A,First_Year,3,78,2.01,1.0,0.924,0,0,15,5.13,1.0,0.0,80.7,4
Student_0671,T5_Fall,Program_A,First_Year,2,29,3.18,0.6,0.947,0,0,12,4.86,1.0,0.111,78.0,5
Student_0672,T5_Fall,Program_C,Transfer,4,84,3.11,-0.48,0.903,1,0,15,4.64,0.857,0.196,89.9,1
Student_0673,T5_Fall,Program_A,Transfer,3,67,2.75,-0.15,0.722,0,0,12,4.28,0.721,0.181,71.2,2
Student_0674,T5_Fall,Program_A,Transfer,4,106,2.36,-0.1,0.888,0,0,15,4.04,0.918,0.087,63.4,0
Student_0675,T5_Fall,Program_A,Transfer,2,51,3.22,0.81,0.983,0,1,15,5.61,0.982,0.208,87.3,1
Student_0676,T5_Fall,Program_A,First_Year,3,54,2.45,-0.55,0.851,0,0,12,2.99,0.726,0.212,64.2,3
Student_0677,T5_Fall,Program_A,First_Year,1,13,2.74,-0.21,0.812,1,0,9,3.86,0.848,0.271,68.2,6
Student_0678,T5_Fall,Program_D,First_Year,2,36,2.0,-0.3,0.528,2,0,18,2.54,0.758,0.327,62.2,6
Student_0679,T5_Fall,Program_B,Transfer,2,43,2.4,-0.39,0.859,0,0,15,3.15,0.872,0.259,72.2,4
Student_0680,T5_Fall,Program_A,Transfer,1,25,1.91,-0.61,0.845,0,0,15,2.34,0.772,0.451,85.3,3
Student_0681,T5_Fall,Program_A,First_Year,4,82,2.75,-0.06,0.908,0,1,9,3.4,0.946,0.231,76.9,0
Student_0682,T5_Fall,Program_B,First_Year,2,47,1.86,-0.0,0.75,0,1,15,2.53,0.786,0.177,53.8,6
Student_0683,T5_Fall,Program_D,Transfer,2,50,3.01,-0.53,0.692,1,0,18,2.65,0.692,0.318,81.8,4
Student_0684,T5_Fall,Program_A,Transfer,2,54,3.14,0.49,0.793,1,1,15,4.54,1.0,0.06,97.5,1
Student_0685,T5_Fall,Program_C,First_Year,2,47,2.18,-0.14,0.561,2,1,12,4.84,0.916,0.202,64.1,5
Student_0686,T5_Fall,Program_B,First_Year,4,106,2.54,-0.12,0.838,0,3,15,3.58,0.888,0.276,70.0,7
Student_0687,T5_Fall,Program_B,First_Year,1,11,3.36,0.92,0.708,2,0,15,5.74,1.0,0.063,99.8,0
Student_0688,T5_Fall,Program_A,First_Year,2,35,2.88,-0.53,0.691,2,0,15,2.49,0.768,0.258,77.7,2
Student_0689,T5_Fall,Program_C,Transfer,1,3,2.21,-0.3,0.919,0,1,15,4.55,0.648,0.239,68.6,1
Student_0690,T5_Fall,Program_B,First_Year,3,81,3.41,-0.6,0.81,1,1,15,3.92,0.729,0.279,71.1,0
Student_0691,T5_Fall,Program_B,Transfer,4,88,2.94,-0.82,0.677,1,0,15,2.76,0.877,0.338,84.9,1
Student_0692,T5_Fall,Program_A,First_Year,1,9,2.88,-0.02,0.945,0,0,18,5.4,0.837,0.116,78.5,0
Student_0693,T5_Fall,Program_B,First_Year,3,64,3.61,-0.39,1.0,0,0,12,3.89,0.909,0.131,67.3,0
Student_0694,T5_Fall,Program_A,Transfer,3,56,2.7,-0.71,0.875,0,3,15,2.08,0.663,0.52,76.8,3
Student_0695,T5_Fall,Program_C,First_Year,1,2,2.38,-0.07,0.713,1,0,15,3.12,0.818,0.051,60.3,1
Student_0696,T5_Fall,Program_D,Transfer,4,86,2.57,-0.35,0.807,1,0,15,4.64,0.788,0.204,71.1,2
Student_0697,T5_Fall,Program_A,Transfer,3,62,2.73,-0.1,0.876,0,0,15,4.38,1.0,0.255,84.7,2
Student_0698,T5_Fall,Program_B,First_Year,2,30,2.26,-0.32,0.846,0,0,15,2.66,0.947,0.199,61.3,3
Student_0699,T5_Fall,Program_C,Transfer,1,10,3.05,-0.36,0.825,0,0,18,4.02,0.826,0.273,85.9,3
Student_0700,T5_Fall,Program_B,Transfer,1,21,3.43,-0.11,0.901,1,1,15,3.64,0.908,0.171,100.0,3
Student_0701,T5_Fall,Program_D,First_Year,2,48,2.03,-0.39,0.506,2,1,12,5.11,0.884,0.188,55.8,0
Student_0702,T5_Fall,Program_A,First_Year,3,59,2.53,0.27,0.666,1,0,18,5.19,0.963,0.132,77.8,1
Student_0703,T5_Fall,Program_A,First_Year,2,48,2.71,-0.04,0.515,2,0,12,3.47,0.713,0.229,74.5,0
Student_0704,T5_Fall,Program_C,Transfer,3,74,2.22,-0.09,0.845,0,1,12,2.61,0.789,0.286,79.5,3
Student_0705,T5_Fall,Program_B,First_Year,4,93,2.39,0.18,0.809,0,0,12,5.26,0.893,0.153,77.8,0
Student_0706,T5_Fall,Program_B,First_Year,4,103,1.82,-0.51,0.45,2,0,15,2.12,0.806,0.399,68.0,4
Student_0707,T5_Fall,Program_C,First_Year,1,21,2.06,-0.04,0.794,1,0,15,3.76,1.0,0.196,63.4,2
Student_0708,T5_Fall,Program_B,First_Year,4,94,1.81,-0.23,0.615,2,0,12,3.46,0.779,0.264,78.9,4
Student_0709,T5_Fall,Program_A,First_Year,1,3,3.01,0.02,0.803,1,0,15,2.31,0.857,0.263,81.7,6
Student_0710,T5_Fall,Program_D,First_Year,4,83,3.34,0.52,0.979,0,0,12,4.71,0.987,0.135,80.7,1
Student_0711,T5_Fall,Program_D,First_Year,2,34,2.76,-0.53,0.869,0,0,15,4.51,0.903,0.335,68.4,0
Student_0712,T5_Fall,Program_A,First_Year,4,103,2.36,-0.05,0.622,1,0,12,3.55,0.866,0.052,73.1,3
Student_0713,T5_Fall,Program_A,Transfer,4,97,2.93,0.02,0.987,0,0,15,1.84,0.888,0.297,71.5,3
Student_0714,T5_Fall,Program_A,First_Year,2,40,2.63,0.12,0.859,0,2,15,5.55,0.882,0.241,93.6,5
Student_0715,T5_Fall,Program_A,First_Year,2,36,2.72,0.12,0.678,2,0,12,2.58,0.781,0.103,65.8,0
Student_0716,T5_Fall,Program_B,First_Year,3,78,2.0,0.94,0.712,1,1,18,3.85,0.898,0.185,73.1,0
Student_0717,T5_Fall,Program_D,First_Year,4,84,2.42,-0.39,0.779,1,1,12,3.06,0.926,0.122,64.7,1
Student_0718,T5_Fall,Program_A,Transfer,4,94,3.62,0.07,0.887,0,2,15,3.66,0.88,0.237,82.7,3
Student_0719,T5_Fall,Program_D,First_Year,3,66,3.56,0.16,0.91,0,0,15,4.91,0.78,0.17,94.4,0
Student_0720,T5_Fall,Program_B,First_Year,2,54,2.86,-0.22,0.915,0,0,12,5.57,0.972,0.216,72.3,0
Student_0721,T5_Fall,Program_C,First_Year,3,81,2.83,0.26,0.876,0,0,15,1.9,0.926,0.157,74.3,3
Student_0722,T5_Fall,Program_A,Transfer,1,23,2.89,0.37,0.788,0,0,15,4.9,0.951,0.202,81.0,0
Student_0723,T5_Fall,Program_A,First_Year,3,73,3.26,0.06,0.981,0,0,15,4.66,0.929,0.12,88.7,1
Student_0724,T5_Fall,Program_C,Transfer,4,89,2.84,-0.65,0.919,0,1,15,4.07,0.793,0.334,77.9,3
Student_0725,T5_Fall,Program_C,Transfer,4,100,3.39,-0.51,1.0,0,1,15,3.97,0.919,0.22,100.0,5
Student_0726,T5_Fall,Program_B,Transfer,1,15,1.92,-0.18,0.785,1,0,18,3.77,0.95,0.214,74.2,1
Student_0727,T5_Fall,Program_D,First_Year,3,64,2.77,-0.0,0.91,0,0,15,6.18,1.0,0.053,65.8,0
Student_0728,T5_Fall,Program_B,First_Year,1,26,3.1,-0.22,1.0,0,0,15,4.44,1.0,0.11,92.6,0
Student_0729,T5_Fall,Program_B,First_Year,3,62,2.54,0.17,0.742,0,0,9,4.97,0.939,0.116,55.6,2
Student_0730,T5_Fall,Program_D,First_Year,4,90,3.19,-0.02,0.908,1,0,15,3.35,1.0,0.223,90.9,0
Student_0731,T5_Fall,Program_A,Transfer,2,54,2.61,0.26,0.8,0,0,9,5.05,1.0,0.163,84.3,1
Student_0732,T5_Fall,Program_D,First_Year,3,78,3.41,-0.73,0.914,0,0,12,3.56,0.691,0.423,84.8,5
Student_0733,T5_Fall,Program_A,Transfer,1,24,2.95,0.31,0.911,0,1,15,2.98,0.88,0.26,82.6,1
Student_0734,T5_Fall,Program_B,First_Year,1,22,2.88,-0.37,0.828,0,3,12,3.02,0.913,0.317,83.4,0
Student_0735,T5_Fall,Program_C,Transfer,2,50,2.03,-0.16,0.76,0,0,12,3.76,0.746,0.124,78.1,4
Student_0736,T5_Fall,Program_D,Transfer,3,78,1.92,0.12,0.67,0,0,12,3.12,0.902,0.26,55.7,0
Student_0737,T5_Fall,Program_C,First_Year,2,42,2.68,0.0,0.943,0,0,15,2.1,0.9,0.254,80.6,5
Student_0738,T5_Fall,Program_A,First_Year,2,54,3.94,-0.08,0.982,0,0,15,4.96,0.959,0.063,67.3,0
Student_0739,T5_Fall,Program_B,Transfer,2,53,2.01,0.28,0.855,0,0,15,6.34,1.0,0.0,65.3,0
Student_0740,T5_Fall,Program_D,First_Year,1,20,2.63,-0.1,0.893,0,0,9,3.79,0.796,0.251,90.5,5
Student_0741,T5_Fall,Program_A,Transfer,1,8,2.28,0.37,0.883,0,0,15,3.98,0.867,0.197,76.0,2
Student_0742,T5_Fall,Program_A,First_Year,4,82,3.67,0.63,1.0,0,0,15,3.15,0.98,0.137,81.4,6
Student_0743,T5_Fall,Program_C,Transfer,2,30,1.85,-0.08,0.716,1,0,12,3.53,0.978,0.231,77.4,5
Student_0744,T5_Fall,Program_A,Transfer,1,26,2.38,-0.23,0.66,2,0,15,3.51,0.84,0.245,53.5,3
Student_0745,T5_Fall,Program_A,First_Year,1,19,3.3,-0.05,0.788,1,0,18,2.88,0.843,0.266,66.7,2
Student_0746,T5_Fall,Program_A,First_Year,1,20,3.29,0.37,0.954,0,0,15,4.09,0.995,0.186,82.6,1
Student_0747,T5_Fall,Program_C,Transfer,2,46,2.97,-0.03,0.872,0,1,18,3.4,0.971,0.0,89.7,4
Student_0748,T5_Fall,Program_B,First_Year,3,67,1.44,0.19,0.652,0,0,12,3.79,0.726,0.253,69.9,2
Student_0749,T5_Fall,Program_A,Transfer,1,23,2.64,0.19,0.737,2,0,15,3.94,0.842,0.204,88.3,0
Student_0750,T5_Fall,Program_C,First_Year,3,71,3.69,0.24,1.0,0,0,15,5.18,0.97,0.044,90.9,1
Student_0751,T5_Fall,Program_B,First_Year,2,38,3.42,-0.53,0.855,0,0,18,3.21,0.698,0.259,84.2,2
Student_0752,T5_Fall,Program_A,Transfer,3,59,2.73,0.29,0.852,0,0,12,5.43,0.866,0.221,82.8,0
Student_0753,T5_Fall,Program_D,First_Year,2,37,2.69,-0.09,1.0,0,0,12,5.15,0.875,0.187,94.1,1
Student_0754,T5_Fall,Program_D,First_Year,3,58,2.93,0.07,0.926,0,0,15,3.27,0.912,0.203,74.9,3
Student_0755,T5_Fall,Program_C,Transfer,4,91,2.89,-0.11,0.829,1,0,12,3.06,0.879,0.401,85.3,3
Student_0756,T5_Fall,Program_A,Transfer,2,54,3.11,0.49,0.778,0,0,12,1.68,0.764,0.233,79.8,0
Student_0757,T5_Fall,Program_C,Transfer,2,38,2.11,0.06,0.802,0,0,12,3.99,0.96,0.142,72.3,0
Student_0758,T5_Fall,Program_D,First_Year,2,47,2.25,-0.52,0.677,1,0,15,3.34,0.813,0.297,63.2,3
Student_0759,T5_Fall,Program_A,First_Year,2,40,3.86,0.41,0.935,1,0,15,3.85,0.938,0.046,95.5,5
Student_0760,T5_Fall,Program_D,First_Year,2,41,2.75,-0.53,0.918,1,0,15,5.66,0.842,0.185,84.2,0
Student_0761,T5_Fall,Program_B,First_Year,4,97,3.1,-0.04,0.96,0,0,15,2.43,0.713,0.254,81.1,5
Student_0762,T5_Fall,Program_A,First_Year,3,77,3.74,0.66,0.85,1,0,12,2.14,0.986,0.011,88.6,6
Student_0763,T5_Fall,Program_C,First_Year,1,4,3.41,0.45,0.863,0,1,15,2.65,1.0,0.14,86.8,1
Student_0764,T5_Fall,Program_B,First_Year,2,48,2.88,0.24,0.854,0,0,12,5.37,0.99,0.086,94.0,0
Student_0765,T5_Fall,Program_C,First_Year,1,23,3.13,0.17,1.0,0,0,15,4.38,1.0,0.072,76.0,3
Student_0766,T5_Fall,Program_B,First_Year,1,24,2.09,-0.26,0.86,0,0,15,4.32,0.809,0.186,79.2,0
Student_0767,T5_Fall,Program_A,First_Year,1,11,3.27,-0.11,0.837,0,1,12,4.53,0.884,0.151,78.9,0
Student_0768,T5_Fall,Program_C,First_Year,1,20,2.56,0.41,0.85,0,0,18,3.31,1.0,0.143,71.9,2
